,-25,-5,0,5,10,15
34,3.996,4.0,3.9996,3.999999999999996,3.99999996,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
6,-23.976,-23.9976,-23.99976,-23.9976,-23.99976,-23.976
21,-8.99991,-8.99991,-8.9991,-8.9991,-8.991,-8.991
1,-28.999971,-28.71,-28.71,-28.971,-28.971,-28.71
8,-21.978,-21.99978,-21.978,-21.999978,-21.978,-21.99978
25,-4.995,-4.995,-4.995,-4.995,-4.5,-4.999995
10,-18.0,-19.98,-18.0,-19.8,-18.0,-19.98
35,4.9995,5.0,4.999999995,5.0,4.999995,4.9999999995
49,18.99981,19.0,18.99999999981,19.0,17.1,18.9981
63,6.99999999999993,7.0,7.0,7.0,7.0,6.9999999999993
147,-76.99923,-76.9999923,-76.9999923,-76.999923,-69.3,-76.99923
160,-89.999991,-89.999999999991,-89.999999991,-89.1,-89.999991,-89.99999991
107,-33.300000000000004,-36.99999999963,-36.999999963,-36.99999999963,-36.63,-36.999999999963
104,-33.9966,-30.6,-33.999999966,-33.999966,-33.999999996599996,-34.0
44,0.0,14.0,13.999999859999999,14.0,13.999986,13.999986
40,9.9999,10.0,9.99,10.0,9.999999,9.999
36,5.99994,6.0,5.99999994,6.0,5.9999994,5.9999999994
33,2.999997,3.0,3.0,2.99999999997,2.99997,2.9999999999997
37,6.3,6.999999993,7.0,6.999993,6.3,6.93
31,0.999999999,1.0,0.99999999,1.0,0.9999998999999999,0.99999
28,-1.999998,-1.9998,-1.99998,-1.9999999999998,-1.98,-1.99999999998
48,17.999982,18.0,17.982,18.0,17.99999999999982,17.999999999999982
156,-85.999914,-85.999914,-85.14,-85.914,-85.9914,-77.4
94,-23.999999976,-24.0,-24.0,-23.999999999999996,-23.99999976,-23.976
122,-51.99999999999948,-51.99948,-52.0,-51.480000000000004,-52.0,-51.999999948
99,-28.999971,-28.971,-28.9999999971,-28.999999999999996,-28.9971,-29.0
67,2.9999997,3.0,2.9999997,3.0,2.999997,2.99999999997
79,-8.9999999999991,-8.99991,-9.0,-8.9999999991,-8.999999991,-9.0
134,-63.36,-63.99936,-63.36,-64.0,-63.999993599999996,-63.36
69,0.999999,0.999999999,0.99999,1.0,0.999999999,0.9999999999
77,-6.999999993,-6.99999999993,-6.9993,-6.9999999993,-6.999993,-6.9999993
57,12.999999987,13.0,12.99987,13.0,12.999987,12.99999987
39,8.91,9.0,8.99991,9.0,0.0,8.91
41,10.9989,11.0,10.9999989,11.0,10.99989,10.989
19,0.0,-10.9989,-10.89,-10.89,-10.99989,-9.9
23,-6.999999993,-6.993,-6.9999999299999995,-6.99993,-6.999993,-6.99999999993
53,16.9999983,17.0,17.0,17.0,16.99999983,16.999983
117,-46.999999999995296,-46.953,-46.53,-42.300000000000004,-46.999999953,-46.9999999953
92,-21.99999978,-21.999978,-21.999978,-21.78,-21.999978,-21.9999999999978
152,-81.918,-81.9999918,-81.9999918,-81.918,-81.18,-81.99999918
52,17.999982,18.0,17.99999999999982,18.0,17.9999982,17.999999999982
47,16.983,16.99999999983,16.999983,17.0,16.983,15.3
154,-83.9999999916,-83.9916,-83.916,-83.916,-83.9999916,-75.60000000000001
161,0.0,-81.9,-90.9999909,-90.99909,-90.99999909,-81.9
144,-74.0,-73.99999999926,-73.9999926,-73.926,-73.926,-73.9999926
87,-16.999983,-16.83,-15.3,-16.83,-16.999983,-16.999999983
124,-53.46,-53.946,-48.6,-54.0,-53.9999999999946,-53.946
131,-61.0,-60.999939,-60.99999999939,-54.9,-60.999999999939,-61.0
158,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0
132,-61.99999999999999,-55.800000000000004,-61.938,-61.999999938,-62.0,-61.38
129,-58.941,-58.941,-58.9941,-59.0,-53.1,-58.9941
228,-157.99999842,-158.0,-157.99999999842,-157.99999999999983,-157.9999842,-157.99999842
245,0.0,0.0,0.0,0.0,0.0,0.0
51,19.0,19.0,18.9999999999981,19.0,19.0,19.0
203,-133.0,-133.0,-132.99999999867,-133.0,-133.0,-132.999999999867
218,-147.9999999999852,-146.52,-147.9999852,-147.9999999852,-147.999852,-147.999852
238,-167.9999999832,-167.99999983200001,-167.99832,-167.9832,-167.99832,-167.99832
230,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
127,-56.943,-51.300000000000004,-56.999999943,-51.300000000000004,-56.999999943,0.0
167,-96.03,-96.03,-87.3,-87.3,-96.03,-87.3
243,-172.99827,-171.27,-171.27,-172.9827,-155.70000000000002,-172.9827
248,-177.99822,-176.22,-176.22,-176.22,-177.99822,-177.822
260,0.0,0.0,0.0,0.0,0.0,0.0
164,-93.999999906,0.0,0.0,0.0,-93.9999906,-84.60000000000001
185,-113.85,0.0,-103.5,-113.85,-103.5,0.0
97,-26.999973,-26.9999973,-24.3,-26.73,0.0,-26.73
233,-161.37,-162.9837,-162.9837,-162.9999999999837,-162.837,-146.70000000000002
255,0.0,0.0,0.0,0.0,0.0,0.0
220,-135.0,-135.0,0.0,0.0,0.0,0.0
166,-95.04,-86.4,-95.04,-86.4,0.0,-95.9999904
169,-98.9999901,0.0,-98.01,0.0,-98.999999901,0.0
182,-100.8,-100.8,-111.9888,-110.88,-111.9888,-100.8
179,-98.10000000000001,-108.891,-107.91,0.0,-108.999891,-98.10000000000001
202,0.0,-131.868,-130.68,-118.8,0.0,0.0
209,0.0,0.0,-125.10000000000001,0.0,-137.61,-125.10000000000001
211,-126.9,-126.9,-139.59,-126.9,0.0,0.0
263,-192.807,0.0,-173.70000000000002,-173.70000000000002,-192.9807,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,-105.99894,-95.4,-105.99894,0.0,-105.894
253,0.0,-164.70000000000002,0.0,-182.9817,-182.817,-182.999817
273,-202.9797,0.0,-182.70000000000002,-182.70000000000002,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0
119,-48.51,0.0,0.0,-48.9999951,-44.1,0.0
177,-96.3,0.0,-96.3,-105.93,-105.93,0.0
189,-117.81,-118.881,0.0,-107.10000000000001,-117.81,-107.10000000000001
196,0.0,0.0,0.0,-124.74,0.0,-113.4
235,0.0,0.0,0.0,0.0,0.0,0.0
172,-101.898,0.0,-91.8,-100.98,-100.98,-91.8
201,-117.9,0.0,-130.869,-130.869,0.0,-117.9
268,-178.20000000000002,-178.20000000000002,-196.02,-178.20000000000002,0.0,-178.20000000000002
283,0.0,-210.87,0.0,0.0,0.0,-191.70000000000002
280,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,-115.83,-105.3,0.0,-105.3
197,-114.3,-125.73,0.0,0.0,-114.3,0.0
204,0.0,-120.60000000000001,0.0,0.0,-132.66,0.0
221,0.0,-135.9,-135.9,-135.9,0.0,0.0
258,0.0,0.0,-186.12,-186.12,-169.20000000000002,-169.20000000000002
278,-187.20000000000002,0.0,-205.92000000000002,-187.20000000000002,0.0,-187.20000000000002
199,-127.71000000000001,0.0,0.0,0.0,-127.71000000000001,-116.10000000000001
300,0.0,0.0,0.0,0.0,0.0,0.0
206,-122.4,0.0,-134.64,0.0,0.0,0.0
288,0.0,0.0,0.0,-196.20000000000002,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0
216,-144.54,0.0,-144.54,0.0,0.0,0.0
184,-102.60000000000001,-113.9886,0.0,0.0,0.0,-113.99886000000001
207,-123.3,0.0,0.0,0.0,-123.3,0.0
219,-134.1,0.0,0.0,0.0,0.0,0.0
22,-7.2,-7.99999999992,-7.999999999992,-7.9992,-7.99992,-7.2
9,-20.999979,-20.79,0.0,-18.900000000000002,-20.99979,-18.900000000000002
5,-24.75,-24.75,-24.975,-24.75,-24.975,-24.75
24,-5.4,-5.99994,-5.4,-5.94,-5.99994,-5.4
20,-9.99,-9.0,-9.99999999,-9.999,-9.99,-9.999999
12,0.0,0.0,0.0,0.0,0.0,-17.82
29,-0.9,-0.99999,-0.99999,-0.9,-0.999,-0.99
15,-14.999985,-14.99985,-14.999985,-13.5,-14.999985,-14.85
11,-18.9981,-18.99981,-18.981,-18.981,-18.9981,-18.81
14,0.0,0.0,-15.84,-15.84,-14.4,-14.4
27,-2.9999997,-2.9999999997,-2.99999997,-2.9999997,-2.9997,-2.997
4,0.0,-25.740000000000002,-23.400000000000002,-23.400000000000002,-25.740000000000002,0.0
18,-11.999988,-11.988,-11.88,-11.999988,-11.88,-11.999988
2,0.0,0.0,-27.999999999999996,-25.2,-27.99972,-25.2
3,-26.9999973,-26.99973,-26.999973,-26.999973,-24.3,-26.9999973
-15,-44.955,-40.5,-44.9955,0.0,0.0,-44.55
-14,-43.56,-43.956,-43.9956,-39.6,-39.6,-43.956
13,-16.83,-16.9983,-16.83,-16.983,-16.9983,-16.983
16,-13.9986,-13.999999986,-13.9986,-13.99986,-13.9986,-13.99986
-4,-33.66,-33.99966,-33.966,-33.66,-33.66,-33.966
-11,0.0,0.0,-36.9,0.0,0.0,0.0
-10,-39.6,-39.6,-36.0,-39.96,0.0,-39.996
-12,-41.58,-37.800000000000004,-41.9958,-37.800000000000004,0.0,-37.800000000000004
265,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,-140.4
-1,0.0,-30.969,-30.969,-27.900000000000002,-30.69,0.0
0,-29.97,-27.0,0.0,-29.7,-29.7,-29.97
-24,-48.6,-53.46,0.0,0.0,-53.946,-48.6
-9,-38.61,0.0,-38.61,-38.961,-38.99961,-38.61
-2,-31.99968,-28.8,-31.968,-28.8,-31.68,-31.68
-25,-49.5,-49.5,-54.45,-54.45,0.0,-54.45
-8,0.0,0.0,-34.2,0.0,-34.2,-34.2
-6,0.0,-32.4,-32.4,0.0,-35.64,0.0
-22,-51.948,-46.800000000000004,0.0,-46.800000000000004,-46.800000000000004,0.0
-7,-36.63,-33.300000000000004,-33.300000000000004,-33.300000000000004,-36.963,0.0
-30,0.0,-59.4,0.0,-54.0,0.0,0.0
-21,-50.49,0.0,-45.9,0.0,-50.949,-45.9
-45,0.0,-67.5,-67.5,0.0,0.0,0.0
-44,-66.60000000000001,0.0,-66.60000000000001,0.0,0.0,0.0
-64,0.0,-84.60000000000001,-84.60000000000001,0.0,0.0,0.0
-59,0.0,0.0,0.0,-80.10000000000001,0.0,0.0
-52,0.0,-73.8,0.0,0.0,0.0,0.0
-55,0.0,0.0,0.0,0.0,0.0,-76.5
-18,-43.2,0.0,0.0,0.0,0.0,0.0
-41,0.0,0.0,0.0,0.0,-63.9,0.0
-29,-53.1,-58.41,-58.941,-53.1,0.0,-58.41
-27,0.0,-51.300000000000004,-56.43,-56.43,-51.300000000000004,-56.43
17,0.0,-12.870000000000001,0.0,0.0,0.0,-11.700000000000001
-39,0.0,0.0,0.0,-62.1,0.0,0.0
-32,0.0,0.0,0.0,-55.800000000000004,-61.38,0.0
-20,0.0,-45.0,-45.0,0.0,-45.0,0.0
-5,-34.965,0.0,0.0,-34.65,0.0,-34.65
-28,0.0,0.0,0.0,-52.2,0.0,0.0
-19,0.0,-48.951,0.0,-44.1,-44.1,-48.99951
-37,0.0,-60.300000000000004,0.0,-60.300000000000004,0.0,0.0
-17,0.0,0.0,0.0,-46.53,0.0,0.0
-49,0.0,0.0,0.0,0.0,-71.10000000000001,-71.10000000000001
-34,-57.6,0.0,0.0,-63.36,-57.6,0.0
-57,0.0,-78.3,0.0,0.0,0.0,-78.3
-60,0.0,0.0,0.0,0.0,-81.0,0.0
-40,0.0,-69.3,0.0,0.0,-63.0,0.0
-35,-58.5,0.0,-58.5,0.0,0.0,0.0
-58,0.0,0.0,0.0,0.0,-79.2,0.0
-46,-68.4,0.0,0.0,0.0,0.0,0.0
-69,0.0,-89.10000000000001,0.0,0.0,0.0,0.0
-72,0.0,0.0,-91.8,0.0,0.0,0.0
-62,0.0,-82.8,0.0,0.0,0.0,0.0
232,0.0,-145.8,0.0,0.0,0.0,0.0
229,-143.1,0.0,0.0,0.0,0.0,0.0
-23,0.0,0.0,0.0,0.0,0.0,-47.7
212,0.0,0.0,0.0,0.0,-127.8,0.0
224,0.0,-138.6,0.0,0.0,0.0,0.0
-38,0.0,0.0,0.0,-61.2,0.0,0.0
-31,0.0,0.0,0.0,0.0,0.0,-54.9
217,0.0,-132.3,0.0,0.0,0.0,-132.3
234,0.0,0.0,0.0,0.0,-147.6,0.0
246,0.0,0.0,0.0,-158.4,0.0,0.0
293,0.0,-200.70000000000002,0.0,-200.70000000000002,0.0,0.0
303,-209.70000000000002,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,-129.6,0.0,0.0,0.0
-42,0.0,0.0,-64.8,0.0,0.0,0.0
-33,0.0,-56.7,0.0,0.0,0.0,0.0
-36,0.0,0.0,-59.4,0.0,0.0,0.0
-26,0.0,0.0,0.0,-50.4,0.0,0.0
7,0.0,0.0,-20.7,0.0,0.0,0.0
-16,-41.4,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,-29.7,0.0
