,-15,-10,-5,0,5,10,15
50,19.98,20.0,19.999999999979998,19.8,19.9998,19.998,20.0
40,9.99999999999999,10.0,9.9999999999999,10.0,9.99,9.99999999999999,9.9999999
28,-1.9999997999999999,-2.0,-2.0,-2.0,-1.9999999998,-1.9999997999999999,-1.9998
22,-7.999999992,-7.999999999999992,-8.0,-7.99999999992,-7.9999999992,-7.999999999999999,-8.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,18.99999981,0.0,0.0,0.0,0.0,0.0
38,7.992,8.0,7.9999999999992,7.9999999992,7.2,7.992,7.999992
36,5.9994,6.0,6.0,5.999999994,5.94,5.9999999994,5.999994
33,2.999997,3.0,2.99997,2.99997,2.9997,2.97,2.7
26,-3.996,-4.0,-3.99999999996,-3.9996,-3.96,-3.9999995999999998,-3.9999999999999996
10,-18.0,0.0,-18.0,-19.8,-18.0,-19.98,0.0
21,-8.9991,-8.999999999909999,-8.999991,-8.99999991,-8.9991,-8.9999999991,-8.99999999999991
45,13.5,15.0,15.0,14.85,14.9985,14.999985,13.5
47,16.999983,17.0,16.999999999983,16.99983,16.999983,15.3,16.983
42,11.99999999988,12.0,12.0,11.99999988,11.9988,11.9988,11.999999988
37,6.99999999993,7.0,7.0,7.0,6.999993,6.99999999993,6.999999999993
31,0.99999,1.0,1.0055133,0.99999999999999,0.99999,0.99999999,1.0
27,-2.9999999999997,-3.0,-3.0,-2.99999999999997,-2.99999999997,-2.9999999997,-2.9999999999997
20,-10.0,-9.9,-9.9999999999999,-9.999,-9.99999999,-9.99999999,-9.99999999999999
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-4.995,-5.0,-4.99999999995,-4.995,-4.99999999999995,-4.95,-4.999999995
44,13.86,14.0,13.986,14.0,13.86,12.6,13.86
41,10.89,11.0,10.99999999999989,10.89,10.89,10.9999989,10.999989
16,-13.9986,-13.999999859999999,-13.99999999986,-13.99986,-13.99986,-13.99999999999986,-13.9999986
52,0.0,18.0,17.999982,17.999982,17.982,17.99999982,0.0
73,-2.97,-2.99999997,0.0,-2.97,-2.7,0.0,0.0
68,1.8,1.99998,1.98,0.0,1.8,1.9998,1.9998
82,0.0,-11.88,-10.8,-10.8,-10.8,-11.88,-10.8
95,-24.975,-22.5,-22.5,0.0,0.0,-22.5,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,-14.4
46,15.84,16.0,15.99984,14.4,0.0,15.84,15.9984
91,0.0,0.0,0.0,0.0,0.0,-18.900000000000002,0.0
100,-27.0,0.0,0.0,-27.0,-27.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,-27.900000000000002
