,-15,-10,-5,0,5,10,15
50,20.0,20.0,20.0,20.0,20.0,20.0,20.0
51,19.0,19.0,19.0,19.0,19.0,19.0,19.0
52,17.99999999999999,17.99999999994,18.0,18.0,17.99995,17.999999,17.9999985
53,17.0,17.0,17.0,17.0,17.0,17.0,17.0
54,16.0,16.0,16.0,16.0,15.9999995,15.0,15.99985
55,15.0,15.0,15.0,15.0,14.99999999999995,15.0,14.99999999999985
56,14.0,14.0,14.0,14.0,14.0,14.0,14.0
61,9.0,9.0,9.0,9.0,9.0,9.0,9.0
66,4.0,4.0,4.0,4.0,3.9999999985,3.99999999998,3.9999999999974998
71,-1.0,-1.0,-1.0,-1.0,-1.0000015,-1.0000002000000001,-1.0000025
58,12.0,12.0,12.0,12.0,12.0,12.0,12.0
45,15.000000000000002,14.99999999999999,15.0,15.0,15.000000000000005,15.0,14.999999999949999
40,10.000000137,9.99999,9.9995,10.0,10.0,10.000001,10.00005
35,8.170000000000002,-15.0,0.0,5.0,5.00000005,5.01,5.00015
22,-33.0,-28.0,-9.5,-18.0,-13.0,2.0,-7.98311
39,6.5,7.0,4.0,9.0,9.000005,9.00000001,9.000000000000245
73,-3.0,-3.0,-3.0,-3.0,-3.0000014999999998,-3.0000000002,-3.000000025
83,-13.0,-13.0,-13.0,-13.0,-13.015,-13.2,-13.0025
78,-8.0,-8.0,-8.0,-8.0,-8.0015,-8.0002,-8.000025
68,2.0,2.0,2.0,2.0,1.9999999999999998,1.999999999999998,1.999999999999975
48,18.0,18.0,18.0,18.0,18.0,18.0,18.0
81,-10.999999999999998,-11.0,-11.0,-11.0000001,-11.015,-31.0,-36.0
70,1.4999999999999791e-43,9.999999999999871e-45,4.999999999999933e-49,0.0,-0.00014999999999999974,-1.999999999999997e-05,-2.4999999999999984e-05
65,5.0,5.0,5.0,5.0,4.9999999995,4.9998000000000005,4.999975
62,8.0,8.0,8.0,8.0,7.5,7.8,-17.0
49,18.999999985,18.9999999999999,19.0,19.0,18.999999999999996,18.999992,18.99999999987
63,7.0,7.0,7.0,7.0,7.0,6.999999999999998,6.99999999975
43,12.999999999999975,13.0,13.0,13.0,13.0,13.0,13.0
30,-25.0,-20.0,-15.0,0.0,0.04999999999999999,9.999999999999989e-08,0.0014999999999999979
36,5.9999999999749996,5.999999999998,5.99995,6.0,6.0,6.000000000001,6.000000013
37,6.75,6.8,6.95,7.0,7.005,7.00001,7.0
64,6.0,6.0,6.00000000005,6.0,5.9999999999949996,5.998,5.975
46,16.0,16.0,16.0,16.0,16.0,16.0,16.0
60,10.0,10.0,10.0,10.0,10.0,10.0,9.9999975
59,11.0,11.0,11.0,11.0,10.9999999995,10.9999,10.999999975
33,2.75,-17.0,1.5,3.0,3.0,3.1,3.000015
67,3.0,3.0,3.0,3.0,2.985,2.8,0.5
44,13.9999999975,13.99999,13.999999999995,14.0,14.000000000005,14.00002,14.0
41,11.0,10.999999999999998,11.0,11.0,11.0,11.0,11.0
75,-5.0,-5.0,-5.0,-5.000000000000001,-5.000015,-7.0,-5.25
76,-6.0,-6.0,-6.0,-6.00001,-6.015,-6.02,-6.00000025
85,-14.999999999985,-15.0,-15.00005,-15.00001,-16.5,-35.0,-17.5
80,-10.0,-10.0,-10.0,-10.0001,-11.5,-12.0,-35.0
88,-18.0,-18.0,-18.000000005,-18.00000001,-19.5,-20.0,-20.5
47,16.999999985,16.9999,16.9999995,17.0,17.00001,16.99996,16.999999999099998
42,11.9999975,11.999,11.995,12.0,12.05,12.000000006,12.0000001
93,-23.0,-23.0,-23.00005,-23.000001,-38.0,-43.0,-48.0
38,7.99999975,7.998,7.99995,8.0,8.0,8.0000000000001,8.00000009
108,-37.95,-38.0,-43.0,-48.0,-53.0,-58.0,-63.0
98,-27.999999999499998,-28.0,-28.005,-29.0,-43.0,-48.0,-30.5
95,-24.999999995,-25.0,-25.05,-35.0,-40.0,-27.0,-50.0
90,-19.999999999499998,-20.0,-20.000005,-30.0,-35.0,-40.0,-22.5
72,-1.9999999999999984,-1.99999999999,-1.9999999995,-2.1,-17.0,-2.2,-27.0
25,-30.0,-25.0,-20.0,-15.0,-4.5,5.0,-4.985
57,13.0,13.0,13.0,13.0,12.99995,12.99,12.9999975
82,-11.9999999999985,-12.0,-12.0005,-12.1,-27.0,-32.0,-37.0
69,1.0,1.0,1.000000005,1.0,0.8500000000000001,-19.0,-1.5
28,-2.25,-4.0,-3.5,-3.0,-1.999999995,-1.9,-1.85
91,-20.99995,-21.0,-21.05,-22.0,-36.0,-41.0,-46.0
87,-16.999999995,-17.0,-22.0,-27.0,-18.5,-37.0,-19.5
74,-3.99999999999985,-3.9999000000000002,-3.995,-4.001,-19.0,-6.0,-4.25
86,-15.9999999995,-16.0,-16.0005,-17.0,-31.0,-18.0,-41.0
92,-21.95,-22.0,-27.0,-32.0,-37.0,-42.0,-47.0
79,-8.99999985,-8.9,-14.0,-19.0,-24.0,-29.0,-34.0
107,-32.0,-37.0,-42.0,-38.0,-52.0,-57.0,-62.0
109,-38.5,-39.0,-44.0,-49.0,-54.0,-59.0,-64.0
96,-25.5,-26.0,-31.0,-36.0,-41.0,-46.0,-51.0
103,-32.9999995,-33.0,-33.5,-34.0,-48.0,-53.0,-58.0
94,-23.5,-24.0,-29.0,-34.0,-39.0,-24.2,-49.0
100,-29.99995,-30.0,-35.0,-40.0,-45.0,-50.0,-55.0
