,-25,-5,0,5,10,15
50,20.0,20.0,20.0,20.0,20.0,20.0
51,20.0,20.0,20.0,20.0,20.0,20.0
52,19.999999998,20.0,20.0,20.0,20.0,19.999999999998
53,19.999999999999996,20.0,20.0,19.999999999979998,20.0,19.99999999999998
54,19.98,20.0,20.0,19.999999999979998,20.0,19.9999998
55,20.0,20.0,20.0,19.999999999998,19.99999999999998,20.0
56,20.0,20.0,20.0,20.0,20.0,20.0
61,20.0,20.0,20.0,20.0,20.0,20.0
66,20.0,20.0,20.0,20.0,20.0,20.0
71,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0
73,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0
70,20.0,20.0,20.0,20.0,19.99999999999998,20.0
90,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0
100,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0
112,-51.480000000000004,-51.99999948,-51.9948,-51.9999948,-51.999948,-51.999999948
119,-58.9941,-58.99999999999941,-58.99941,-58.999999999941,-58.941,-58.9941
131,-63.9,-70.9999929,-70.999929,-70.929,-70.99999929,-70.99999929
108,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0
113,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0
128,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0
123,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0
130,-69.9999993,-69.9999999999993,-70.0,-69.3,-69.9999999993,-69.9999999993
80,-20.0,-20.0,-20.0,-19.99999999999998,-20.0,-19.99999999999998
105,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0
97,-36.999963,-33.300000000000004,-36.9963,-36.9963,-37.0,-37.0
109,-48.99999999999995,-49.0,-48.951,-48.9999999951,0.0,-44.1
111,-50.9999999999949,-50.999949,-50.9999999999949,-50.99999999999949,-51.0,-50.9999999949
148,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0
158,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0
173,-113.0,-112.999999999887,-113.0,-113.0,-113.0,-112.9999999887
150,-89.999991,-89.1,-89.9999999991,-89.99991,-89.9991,-89.999991
107,-46.953,-42.300000000000004,-46.999999999953,-46.53,-46.953,-46.99953
126,-65.9934,-65.999999934,-65.99934,-65.99999999999935,-66.0,-65.99934
138,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0
163,-103.0,-103.0,-103.0,-103.0,-103.0,-103.0
168,-108.0,-108.0,-108.0,-108.0,-108.0,-108.0
188,-127.999999999872,-128.0,-128.0,-127.99999999872,-128.0,-128.0
198,-137.99999999862,-137.9999999999986,-137.999999862,-137.9999999999986,-137.99999999862,-137.9999999862
203,-142.999857,-142.9999999999857,-142.9857,-142.999857,-142.99999857,-142.9857
220,0.0,0.0,0.0,0.0,0.0,0.0
62,19.998,20.0,20.0,19.999999999979998,20.0,19.999999998
63,19.999999999999996,20.0,20.0,19.9999999998,20.0,20.0
59,19.8,19.9999999999998,20.0,19.998,20.0,19.999999998
75,-14.9999999999985,-15.0,-15.0,-15.0,-15.0,-15.0
91,-31.0,-31.0,-30.9999999999969,-31.0,-30.999999999999968,-30.9999999999969
101,-40.9999959,-40.99999999999999,-41.0,-41.0,-41.0,-40.999999999959
121,-60.9999999939,-60.999939,-60.99939,-60.999999939,-60.999999999999936,-60.999939
118,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0
125,-64.99999999935,-65.0,-64.99999999999935,-65.0,-64.999999999935,-65.0
140,-79.92,-79.9999999992,-79.999992,-79.99999999999991,-79.99999992,-79.99992
157,-96.9903,0.0,0.0,-96.903,0.0,-96.03
174,-102.60000000000001,0.0,-113.886,-102.60000000000001,-102.60000000000001,-112.86
151,-81.9,-90.09,-90.99909,-90.09,-90.9999999999909,-81.9
133,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0
135,-74.925,-74.99999999925,-74.9999925,-75.0,-74.99925,-74.925
115,-54.99999999999945,-54.999999945,-55.0,-54.999999945,-54.999999999945,-55.0
132,-71.928,-71.9928,-71.99928,-72.0,-71.99928,-71.999999928
139,-79.0,-78.999921,-78.21000000000001,-78.9999999921,-78.21000000000001,-78.99921
136,-75.9999924,-75.9924,-75.9999999999924,-75.999924,-75.999999999924,-75.924
143,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0
81,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0
86,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0
88,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0
110,-49.99999999999995,-49.9995,-50.0,-50.0,-49.99999999999999,-50.0
122,-61.99938,-61.99999938,-61.99999999999999,-61.38,-61.999999938,-61.9938
124,-63.9999999936,-63.99936,-63.9936,-63.99999999936,-63.9936,-63.99999936
178,-118.0,-117.99999999882,-118.0,-118.0,-117.99999882,-117.99999999999989
200,0.0,0.0,0.0,0.0,0.0,0.0
60,20.0,20.0,20.0,19.9998,19.9999999999998,20.0
72,-12.0,-11.999999999988,-12.0,-11.999988,-11.999988,-11.99999988
74,-13.999986,-13.9999999999986,-13.999999999999998,-13.999999999986,-14.0,-13.999999859999999
48,19.99998,20.0,20.0,19.99999998,19.999999999979998,20.0
58,19.99999998,20.0,20.0,19.99999999999998,20.0,19.999999999998
68,20.0,20.0,20.0,19.9999999999998,20.0,20.0
87,-26.9973,-26.99973,-26.999973,-26.9999999999973,-26.999999973,-26.999999999973
64,19.998,20.0,20.0,0.0,19.9998,19.999998
78,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0
83,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0
69,19.99998,19.9998,20.0,19.999998,19.9999999998,19.9999998
76,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0
95,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0
116,-55.99999999999994,-55.99999999999999,-55.99999999999994,-55.999944,-56.0,-56.0
93,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
98,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0
103,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0
120,-59.999999999994,-60.0,-59.99999999999999,-60.0,-59.999999994,-59.999999994
127,-66.9933,-66.9933,-66.99933,-66.99933,-67.0,-66.93299999999999
144,-83.9999916,-83.916,-83.9916,-75.60000000000001,0.0,-83.16
183,-122.99999999999987,-122.9999999999877,-123.0,-122.99999999999987,-122.99999999999999,-123.0
218,-157.999842,-157.9842,-157.842,-157.842,-157.99842,-157.99999999842
195,0.0,0.0,0.0,0.0,0.0,0.0
92,-31.968,-31.999996799999998,-31.999968,-31.999999999999996,-31.99968,-31.9968
104,-43.99999999999999,-43.999999999956,-43.956,-43.56,-39.6,-43.9956
65,19.9999999998,20.0,20.0,19.999999999979998,19.9999999999998,19.998
57,19.9998,20.0,20.0,19.999999998,19.999999998,19.9999998
