,-25,-5,0,5,10,15
158,-98.0,-97.9999902,-97.99999902,-97.9999999999902,-98.0,-97.99999902
81,-20.999999999979,-20.99999999999979,-20.9999999999979,-20.99999999999979,-20.9999999979,-20.9999999999979
173,-113.0,-112.99999999887,-112.999887,-112.999999999887,-112.99887,-112.9999999887
180,-108.0,0.0,0.0,-118.8,0.0,0.0
92,-31.968,0.0,-31.68,-31.9968,-28.8,0.0
193,-131.67,-132.867,-132.99867,-132.99999999999866,-132.99867,-132.98669999999998
190,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,-56.943,-56.43,-56.999430000000004,-56.43,-56.999999943
155,0.0,-94.99905,-85.5,-94.905,-85.5,0.0
160,0.0,-99.9,0.0,0.0,0.0,0.0
114,-53.9946,-53.46,-53.946,-53.946,-48.6,-48.6
163,-103.0,-102.9897,-102.999999999897,-102.9897,-102.999999999897,-102.999897
178,-117.99882,-117.99882,-117.882,-116.82,-117.9999999882,-117.99999999882
198,-137.9862,-124.2,-137.99862,-137.862,-137.862,-136.62
210,0.0,0.0,0.0,0.0,0.0,0.0
119,-58.9941,0.0,-58.9999941,0.0,-58.41,0.0
131,-63.9,-70.9929,-70.999929,-70.999929,-63.9,-70.9929
185,0.0,0.0,0.0,0.0,-112.5,0.0
137,-69.3,-69.3,-76.23,0.0,-69.3,-69.3
126,0.0,-65.9934,-65.934,-65.9999934,-59.4,-65.999934
168,-107.99999999999999,-107.999999892,-107.99999999892,-107.9999999999892,-107.999892,-107.9999892
141,0.0,-80.19,-80.999919,-72.9,-72.9,-72.9
165,0.0,0.0,0.0,-94.5,0.0,-94.5
121,-54.9,-60.9939,-60.39,-60.99999939,-60.39,-60.999939
183,-122.877,-122.99999877,-122.9877,-122.999877,-122.99877000000001,-122.99999877
188,-127.9872,-127.999999872,-127.999872,-127.99872,-127.99872,-127.9872
205,0.0,0.0,0.0,0.0,0.0,0.0
157,-87.3,-87.3,-96.03,-96.903,-87.3,0.0
159,0.0,-89.10000000000001,0.0,0.0,0.0,-89.10000000000001
176,0.0,0.0,-104.4,-104.4,-104.4,-114.84
200,0.0,0.0,0.0,-126.0,0.0,0.0
142,0.0,-81.999918,-73.8,-81.918,-81.18,0.0
139,-78.99921,-78.21000000000001,-71.10000000000001,-78.9921,-78.99921,-78.21000000000001
146,-85.914,-77.4,-85.914,-77.4,-77.4,-85.14
106,-45.999954,-45.99999999999999,-45.9999954,-45.995400000000004,-45.995400000000004,-45.9999954
132,0.0,-71.28,-71.9928,-71.28,-71.28,-71.9928
129,-68.931,0.0,-68.9931,-62.1,-68.31,0.0
195,0.0,-121.5,0.0,-121.5,0.0,0.0
-56,0.0,0.0,0.0,-86.4,0.0,-86.4
149,-88.9911,-80.10000000000001,-88.11,-80.10000000000001,-80.10000000000001,0.0
151,0.0,0.0,-90.9909,-81.9,-90.909,-81.9
213,-152.99847,-152.847,-152.847,-137.70000000000002,-137.70000000000002,-137.70000000000002
218,-142.20000000000002,-157.842,-157.842,-142.20000000000002,-142.20000000000002,-142.20000000000002
235,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,-84.915,-76.5,0.0,-76.5,-84.915
134,-73.999926,-73.26,-73.99999926,-73.26,-73.26,-66.60000000000001
122,-61.9938,0.0,0.0,0.0,-61.9938,-61.99938
104,-43.9999956,-43.56,-43.56,-43.56,-43.9956,-43.99956
175,0.0,-103.5,0.0,0.0,0.0,-103.5
203,-142.999999999857,-141.57,-142.9857,-142.999999857,-142.857,-141.57
220,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
154,-93.06,0.0,0.0,-84.60000000000001,-93.06,-84.60000000000001
161,-90.9,-90.9,-90.9,-99.99,0.0,0.0
156,0.0,0.0,-95.04,0.0,-86.4,-95.04
208,-147.99851999999998,-146.52,-147.852,-147.852,-147.852,-147.9852
228,-151.20000000000002,-166.32,0.0,-166.32,-151.20000000000002,-166.32
127,0.0,-60.300000000000004,0.0,-66.33,0.0,-66.93299999999999
144,-83.16,-75.60000000000001,-75.60000000000001,-75.60000000000001,-75.60000000000001,-83.16
-92,0.0,0.0,0.0,0.0,0.0,-118.8
192,0.0,0.0,-118.8,0.0,0.0,0.0
194,-120.60000000000001,0.0,0.0,0.0,-120.60000000000001,-120.60000000000001
211,-135.9,0.0,0.0,0.0,0.0,0.0
147,0.0,-86.13,0.0,-86.13,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
152,-91.08,-82.8,0.0,0.0,-91.08,-82.8
166,0.0,0.0,-104.94,0.0,0.0,-95.4
223,-162.9837,-161.37,0.0,0.0,0.0,-146.70000000000002
167,0.0,0.0,0.0,0.0,-96.3,0.0
179,0.0,-117.81,0.0,0.0,0.0,0.0
169,0.0,0.0,-98.10000000000001,0.0,0.0,-98.10000000000001
171,0.0,-99.9,0.0,0.0,-99.9,-109.89
164,-102.96000000000001,0.0,0.0,-93.60000000000001,-102.96000000000001,0.0
182,0.0,0.0,0.0,0.0,-109.8,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
162,-101.9898,0.0,0.0,0.0,0.0,-91.8
207,-132.3,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,-111.60000000000001,0.0
196,0.0,0.0,0.0,-122.4,0.0,0.0
187,0.0,0.0,0.0,-114.3,0.0,-114.3
204,0.0,0.0,0.0,0.0,-129.6,0.0
216,-140.4,0.0,0.0,-140.4,0.0,0.0
253,0.0,0.0,-173.70000000000002,0.0,0.0,0.0
258,-178.20000000000002,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,-160.20000000000002,0.0,0.0,0.0
243,0.0,0.0,-164.70000000000002,-181.17000000000002,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
-36,0.0,0.0,0.0,0.0,0.0,-68.4
202,0.0,0.0,0.0,0.0,0.0,-127.8
219,0.0,-143.1,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,-155.70000000000002
186,-113.4,0.0,-113.4,0.0,0.0,0.0
206,0.0,0.0,-131.4,0.0,0.0,0.0
248,-169.20000000000002,0.0,0.0,0.0,0.0,0.0
197,-123.3,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,-102.60000000000001,0.0
