,-15,-10,-5,0,5,10,15
50,18.0,18.0,20.0,19.999998,19.98,20.0,19.98
46,14.4,15.99984,16.0,15.84,0.0,15.99999999999984,15.9984
42,0.0,11.99988,12.0,11.988,11.88,0.0,11.9988
38,7.2,7.2,8.0,7.992,7.2,9.378,7.9992
24,-5.94,-5.4,0.0,0.0,0.0,0.0,0.0
10,0.0,-18.0,0.0,0.0,0.0,-19.8,-18.0
26,-3.6,-3.9999995999999998,0.0,0.0,0.0,2.2320000000000007,0.0
16,-12.6,0.0,-13.986,-12.6,-13.86,-12.6,-12.6
21,-8.1,-8.1,-8.1,-8.1,-8.91,-8.9991,-8.1
60,0.0,9.9,10.0,0.0,9.9,9.999999999,9.0
65,0.0,4.5,5.0,0.0,4.95,4.9999995,0.0
62,0.0,0.0,8.0,0.0,7.2,7.9992,0.0
59,0.0,0.0,11.0,0.0,0.0,9.9,0.0
56,13.986,13.99986,14.0,13.86,12.6,14.0,13.86
53,0.0,15.3,17.0,16.83,0.0,17.0,0.0
58,11.88,10.8,12.0,11.88,0.0,11.999999988,11.88
63,0.0,6.993,7.000000000000008,6.993,0.0,6.3,6.3
34,3.6,3.6,3.6,3.996,3.996,4.0,3.99996
45,14.985,14.99985,14.99999999985,13.5,14.85,15.0,13.5
71,-0.99999,-0.999999,-1.0,-0.999999,-0.999999,-1.0,-0.9999998999999999
81,-10.999999988999999,-10.99989,-11.0,-10.989,-10.99999999989,-10.999999999989,-10.9999989
68,1.9998,1.8,2.0,1.999999999998,1.998,1.999998,1.99998
75,-4.999995,-4.95,-4.99999995,-4.9995,-4.95,-4.99995,-4.995
90,-19.99998,-19.999999999979998,-19.98,-19.9999999998,-19.9999998,-19.999998,-19.99999999999998
95,-24.9999975,-24.999999975,-24.99999999975,-24.999975,-24.999975,-24.999975,-24.9999975
102,-28.8,-31.968,-31.9968,-28.8,-31.68,0.0,-31.99968
94,-23.976,-21.6,-21.6,-21.6,-21.6,-23.76,0.0
91,-20.9999979,-20.79,-20.9999999979,-18.900000000000002,-20.99999979,-20.79,-20.79
108,-37.9962,-37.99999962,-37.9962,-37.9962,-37.99962,-38.0,-37.9999962
128,-57.999942,-57.999942,-57.999942,-57.999999942,-57.999999999942,-57.99999942,-57.999999942
143,-72.9999999927,-72.99999999999993,-72.9999999999927,-72.99999927,-72.99999927,-72.99999927,-72.9999999927
138,-67.99999999319999,-67.999932,-67.999932,-67.99999999932,-67.999999999932,-67.9999932,-67.99999999319999
158,-87.99999912,-87.999912,-87.999912,-87.9912,-87.99999912,-87.99999991199999,-87.99999999912
148,-77.9999999922,-77.99999999922,-77.99999999999991,-77.999999999922,-77.99999922,-77.999922,-77.999922
140,0.0,0.0,0.0,-69.3,0.0,-69.3,-69.93
51,0.0,18.81,18.9999999999981,17.1,17.1,19.0,17.1
66,3.996,3.96,3.999996,3.6,3.6,4.0,3.96
78,-7.9992,-7.999992,-7.99999999999992,-8.0,-7.99992,-7.99992,-7.999992
115,-44.955,-44.55,-45.0,-44.99999955,-44.955,-44.9999955,-44.55
101,-30.69,-30.969,-30.999969,-30.69,-30.69,-30.69,0.0
88,-17.99982,-17.99999982,-17.99982,-18.0,-17.999999999982,-17.9999982,-17.99982
93,-22.9999977,-22.99999977,-22.99977,-22.999999977,-22.997700000000002,-22.99977,-22.9999999977
118,-47.99999999952,-47.999952,-47.99952,-47.9952,-47.99952,-47.999999952,-47.99999952
133,-62.99999937,-62.99999999937,-62.9999937,-62.999999999999936,-62.999937,-62.999937,-62.99937
135,-58.5,-64.935,-58.5,0.0,-58.5,-64.9935,-64.935
86,-16.0,-16.0,-15.99984,-16.0,-15.9984,-15.999998399999999,-16.0
83,-12.999999999999988,-12.9999999987,-12.987,-12.987,-12.987,-12.987,-12.999999987
100,-29.99999997,-29.99997,-29.99997,-29.9999997,-29.99999997,-29.9999999997,-29.9997
117,-42.300000000000004,-46.99953,-46.953,-46.999999953,-46.53,0.0,-46.53
119,-48.51,0.0,0.0,-44.1,-48.951,-48.99999999999951,-48.51
106,0.0,-35.9964,-35.999999999999964,-32.4,-35.9999964,-35.99964,-35.964
98,-27.999999719999998,-27.9972,-27.99972,-27.999999999972,-27.99999999972,-27.99972,-27.99999999972
150,0.0,0.0,0.0,-72.0,0.0,0.0,0.0
76,-5.9994,-5.9994,-5.999999999999999,-5.9994,-5.99999999994,-5.99994,-5.9994
109,0.0,-38.61,0.0,0.0,-38.999961,-38.9961,-38.61
121,0.0,-50.49,-50.9949,-50.49,0.0,0.0,-45.9
153,-82.9999917,-82.99916999999999,-82.99999917,-82.99999999917,-82.999917,-82.9999917,-82.999999999917
165,0.0,0.0,0.0,0.0,-85.5,0.0,0.0
85,-14.85,-13.5,-14.999985,-14.99985,-14.9985,-14.85,-14.9985
89,-17.1,0.0,-17.1,-17.1,-18.981,0.0,-17.1
123,-52.9999999947,-52.999947,-52.9999947,-52.99999947,-52.999947,-52.9999999947,-53.0
155,-76.5,0.0,0.0,-76.5,0.0,0.0,-84.15
31,0.99,0.9999998999999999,0.9999,0.0,0.0,0.99,0.99
61,0.0,8.991,9.0,8.1,8.999991,8.999999999999991,8.91
55,0.0,0.0,14.999999999999986,13.5,0.0,0.0,0.0
73,-2.9999997,-2.9997,-3.0,-2.999997,-2.99999997,-2.9999999999999996,-2.99999997
103,-33.0,-32.999967,-32.999999967,-32.99967,-32.9999967,-32.99967,-32.9967
120,-49.995,0.0,-49.9999995,-49.5,-49.99995,-49.5,-49.95
142,0.0,-71.928,-71.28,0.0,-64.8,0.0,-64.8
134,-57.6,-57.6,-57.6,-63.36,-57.6,-57.6,0.0
141,-63.9,-63.9,-63.9,0.0,-63.9,-63.9,0.0
178,-97.2,-106.92,-107.9892,-107.9999999892,-106.92,-107.892,-106.92
193,-121.77,-110.7,0.0,-121.77,-121.77,-122.877,-110.7
