,-15,-10,-5,0,5,10,15
50,20.0,18.0,19.999998,19.998,19.998,19.98,19.9998
36,6.0,5.999994,5.999994,5.999994,5.94,5.94,5.99994
22,-8.0,-7.92,-7.99992,-7.2,0.0,-7.92,-7.2
8,-21.9999978,-22.0,-21.99999978,-21.99999999978,-22.0,-22.0,-21.99999978
9,-20.79,-20.9979,0.0,-18.900000000000002,-20.979,-20.9979,-20.79
0,-29.97,-29.7,-29.997,-29.99999999997,-29.97,-29.7,-29.97
6,-23.99976,-23.76,-23.976,-23.99999999976,-23.9976,-23.76,-23.99999999976
11,-18.981,-18.99999981,-18.99999981,-18.99999981,-18.999981,-18.9981,-18.999981
26,-4.0,-3.9996,-3.6,-3.99996,-3.9996,-3.99999996,-3.9996
31,1.0,0.999,0.9999999999999,0.9999,0.999,0.99999,0.999999999
43,13.0,12.870000000000001,12.999987,12.9987,12.987,12.9987,12.9987
55,14.985,0.0,0.0,0.0,14.985,14.85,0.0
75,-4.995,0.0,0.0,0.0,-4.95,-4.5,0.0
95,-22.5,-22.5,0.0,-22.5,-22.5,0.0,0.0
97,0.0,-24.3,0.0,0.0,0.0,0.0,-24.3
89,-17.1,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,-5.4,0.0,0.0,0.0,0.0
73,-2.97,-2.7,-2.7,-2.97,-2.97,0.0,-2.7
88,-17.82,0.0,0.0,-16.2,0.0,-16.2,-16.2
83,-12.870000000000001,-12.870000000000001,-12.870000000000001,-11.700000000000001,0.0,0.0,-11.700000000000001
78,-7.92,0.0,0.0,-7.92,0.0,-7.92,-7.992
68,1.999998,1.8,1.8,1.98,0.0,0.0,0.0
58,11.999999999999998,0.0,0.0,11.88,11.88,11.88,10.8
45,14.999999985,13.5,14.9985,0.0,14.85,0.0,13.5
4,-25.740000000000002,-25.740000000000002,-25.740000000000002,-23.400000000000002,0.0,-25.740000000000002,0.0
15,-14.85,-14.9985,-14.999985,-14.999985,-14.985,-14.985,-14.99985
21,-9.0,-8.99991,-8.9999999991,-8.999991,-8.99991,-8.9999991,-8.999991
41,11.0,10.89,10.99999989,0.0,9.9,10.989,10.999989
61,8.999991,0.0,0.0,8.1,0.0,0.0,8.91
81,0.0,0.0,0.0,0.0,0.0,0.0,-9.9
98,0.0,-25.2,0.0,-27.72,0.0,-27.72,-25.2
110,-36.0,0.0,-36.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,-40.5,0.0,-40.5,-40.5
135,0.0,0.0,-58.5,0.0,0.0,0.0,0.0
132,-55.800000000000004,0.0,0.0,0.0,-55.800000000000004,0.0,0.0
119,0.0,-44.1,0.0,0.0,0.0,0.0,0.0
111,0.0,-36.9,-36.9,0.0,0.0,0.0,-36.9
128,0.0,0.0,-57.42,-52.2,0.0,0.0,0.0
133,-62.37,0.0,0.0,0.0,-56.7,-56.7,-56.7
153,-74.7,0.0,-82.17,0.0,-74.7,0.0,0.0
143,0.0,-72.27,0.0,0.0,0.0,0.0,-72.27
138,0.0,-61.2,0.0,0.0,-61.2,0.0,-61.2
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,15.999999984,0.0,0.0,0.0,14.4,15.99984,0.0
32,1.999999998,1.998,1.98,1.9998,0.0,0.0,1.98
48,18.0,16.2,17.99982,17.99982,17.82,17.82,17.82
64,0.0,0.0,0.0,0.0,0.0,0.0,5.4
80,-9.0,0.0,0.0,0.0,0.0,0.0,-9.0
96,-23.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,-14.4,-14.4,0.0,0.0
91,0.0,0.0,0.0,0.0,-18.900000000000002,0.0,-18.900000000000002
103,-32.67,-32.67,-32.67,0.0,-29.7,-32.67,-29.7
125,-49.5,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,-45.0,0.0
139,0.0,0.0,0.0,-62.1,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,-63.9,0.0,0.0
148,-70.2,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,-88.2,-88.2,0.0,0.0
173,0.0,0.0,0.0,-92.7,0.0,-92.7,0.0
188,0.0,-106.2,0.0,0.0,0.0,0.0,-106.2
208,0.0,-124.2,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,11.988,0.0,10.8,10.8,0.0,0.0,0.0
28,-2.0,-1.99998,-1.9999999998,-1.999998,-1.99998,-1.9999997999999999,-1.99998
14,-15.999999999999984,-14.4,-15.984,-15.84,-15.999984,-14.4,-16.0
10,-19.98,-19.9998,-19.998,-19.98,-19.98,-19.998,-19.998
1,-26.1,-28.971,-28.71,-26.1,-28.9971,-28.9999999971,-28.71
56,13.9999986,0.0,0.0,13.86,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-10.999999999999998,-10.89,-10.99989,0.0,-10.989,-9.9,-10.999999999989
3,-26.73,-26.99973,0.0,-24.3,-24.3,-24.3,-26.999973
63,6.9999993,6.3,0.0,6.993,6.3,6.993,6.93
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5,-31.5,-31.5,-34.9965,-34.65,-34.65,0.0,-34.965
-4,-33.9966,-33.66,-30.6,0.0,-33.966,-33.99966,-33.66
16,-13.9999999986,-13.999999859999999,-13.99999999999986,-13.9999999986,-13.9999999986,-13.999999859999999,-13.999986
38,8.0,7.992,7.999992,7.999992,7.99992,7.99992,7.9992
60,9.0,9.0,0.0,0.0,9.9,0.0,0.0
82,-11.88,0.0,0.0,0.0,0.0,0.0,-11.88
69,0.9,0.9,0.0,0.99,0.0,0.0,0.0
71,0.0,-0.9,0.0,-0.99,0.0,-0.9,0.0
93,-20.7,-20.7,-22.77,-22.77,-22.77,0.0,-22.77
13,-15.3,-16.9999983,-16.999983,0.0,-16.9999983,-16.9999983,-16.99999983
40,9.999999999999998,9.99,9.99,0.0,9.9,9.0,9.99
29,-0.9,-0.99,0.0,-0.9,-0.99,0.0,-0.9
18,-11.999999999999998,-11.9988,-11.99988,-11.99999999999988,-11.999988,-11.988,-11.999999988
23,-7.0,-6.999993,-6.999993,-6.999999993,-6.9999993,-6.999999993,-6.99993
20,-9.9999,-9.99,-9.9,-9.99999,-9.99999,-9.9999,-9.99
-1,-27.900000000000002,-27.900000000000002,0.0,0.0,0.0,-27.900000000000002,-30.999969
25,-4.999999995,-4.9995,-4.995,-4.995,-4.99995,-4.9995,-4.99995
62,7.2,0.0,7.2,0.0,7.2,7.2,7.2
49,18.981,17.1,0.0,0.0,0.0,0.0,17.1
24,-5.99999994,-5.94,0.0,-5.94,0.0,-5.94,0.0
67,2.7,0.0,0.0,2.7,0.0,2.7,0.0
79,-8.1,0.0,0.0,0.0,0.0,-8.1,0.0
108,-34.2,-37.62,0.0,0.0,-34.2,0.0,0.0
118,0.0,0.0,-43.2,-43.2,0.0,-47.52,-43.2
123,-47.7,0.0,-47.7,-47.7,-47.7,-47.7,0.0
74,0.0,0.0,0.0,0.0,0.0,-3.6,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-22.5,-24.75,-24.975,-24.9999975,-22.5,-24.999999975,0.0
-14,-39.6,0.0,0.0,-43.9956,-43.56,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,-20.7,0.0
-7,-33.300000000000004,0.0,-33.300000000000004,0.0,0.0,0.0,0.0
-17,-46.53,-46.53,0.0,0.0,0.0,0.0,0.0
-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-9,0.0,-38.9961,-38.961,0.0,-35.1,-38.61,-35.1
47,16.999983,0.0,0.0,0.0,0.0,0.0,0.0
34,3.9999995999999998,0.0,3.6,3.6,3.96,3.6,0.0
35,5.0,4.995,4.999999995,4.99999999995,4.999995,4.95,4.995
27,-2.9997,-2.997,0.0,-2.7,0.0,0.0,-2.97
33,3.0,2.9999997,2.99997,2.9999997,2.999997,2.99997,2.997
12,-16.2,-16.2,-16.2,-16.2,0.0,-16.2,-16.2
65,4.995,0.0,4.5,0.0,4.5,0.0,0.0
39,8.999991,8.1,0.0,8.1,0.0,8.1,0.0
52,17.99982,16.2,0.0,16.2,16.2,16.2,16.2
44,13.9986,12.6,0.0,0.0,0.0,12.6,0.0
59,10.89,9.9,0.0,0.0,0.0,9.9,0.0
113,0.0,0.0,0.0,-38.7,-38.7,0.0,0.0
99,0.0,0.0,0.0,0.0,-26.1,-26.1,0.0
17,-12.870000000000001,-11.700000000000001,-11.700000000000001,-11.700000000000001,0.0,0.0,-12.870000000000001
-10,0.0,-36.0,-39.6,-36.0,-36.0,-39.6,-36.0
-12,0.0,-37.800000000000004,0.0,-41.58,0.0,-37.800000000000004,0.0
51,18.99999999981,0.0,0.0,17.1,0.0,18.81,17.1
-30,0.0,0.0,0.0,0.0,-54.0,-54.0,0.0
-6,-32.4,0.0,0.0,0.0,0.0,0.0,-32.4
-20,0.0,0.0,0.0,0.0,0.0,-45.0,-45.0
53,17.0,15.3,0.0,15.3,16.83,16.83,0.0
66,3.96,0.0,3.6,0.0,0.0,3.6,3.96
57,12.987,11.700000000000001,0.0,12.870000000000001,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,-39.6,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,-45.9
163,0.0,0.0,-92.07,0.0,0.0,0.0,-83.7
178,0.0,-97.2,-106.92,0.0,-97.2,0.0,-97.2
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,-27.0,0.0,0.0
-15,0.0,0.0,-40.5,0.0,-44.55,0.0,0.0
-2,-28.8,0.0,-31.968,0.0,-28.8,-28.8,0.0
2,-27.72,0.0,0.0,0.0,0.0,-25.2,-25.2
106,0.0,-32.4,0.0,0.0,0.0,0.0,0.0
183,-101.7,0.0,0.0,-101.7,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,-63.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,-69.3
164,0.0,0.0,-84.60000000000001,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,-81.9
198,0.0,0.0,0.0,0.0,0.0,-115.2,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,6.999993,6.93,6.3,6.93,0.0,6.3,0.0
54,15.84,0.0,0.0,0.0,0.0,14.4,0.0
-11,0.0,0.0,-36.9,0.0,-36.9,0.0,0.0
-18,-43.2,0.0,0.0,0.0,0.0,0.0,0.0
-31,0.0,0.0,-54.9,0.0,0.0,0.0,0.0
-34,0.0,-57.6,0.0,0.0,0.0,0.0,0.0
-42,0.0,0.0,0.0,-64.8,0.0,0.0,0.0
-32,0.0,0.0,-55.800000000000004,0.0,0.0,0.0,0.0
-27,-51.300000000000004,0.0,0.0,0.0,0.0,0.0,-51.300000000000004
-37,0.0,0.0,0.0,0.0,0.0,0.0,-60.300000000000004
-22,0.0,0.0,0.0,-46.800000000000004,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0,0.0,-29.7
