,-15,-10,-5,0,5,10,15
50,20.0,20.0,20.0,20.0,20.0,19.99999,20.0
48,18.0,17.99999,17.995,18.0,17.999999999998998,17.4,17.99999989
51,18.99999999987,19.0,19.0,19.0,18.99995,18.999999999899998,18.999999850000002
54,16.0,15.999999998,16.000000000000004,16.0,15.99999999999995,16.0,16.0
58,12.00001,12.06,12.00000000000005,12.000001539,11.99999995,11.9999,-13.0
61,9.0,9.0,9.0,9.0,8.999995,8.9999999999998,8.75
67,3.0,3.0,3.0000000000005,3.0,2.9985,1.0,2.75
74,-4.0,-3.9999999999999902,-3.9999995,-4.01,-19.0,-6.0,-4.0000002356
65,5.0,5.0,5.0,5.0,4.99999995,4.9998000000000005,4.99975
55,15.0,15.0,15.0,15.0,15.0,14.9999999999999,15.00000000000096
101,-31.00000001651,-31.0,-31.000005,-41.0,-46.0,-51.0,-31.25
96,-25.9999995,-26.1134,-26.000000005,-36.0,-41.0,-46.0,-51.0
89,-18.99914,-19.0,-19.0005,-29.0,-34.0,-39.0,-21.5
75,-4.999999999999998,-4.9999999999999,-4.999999999999999,-5.01,-5.015,-7.0,-5.25
64,6.0,6.0,6.0,6.0,5.99999999995,5.98,5.975
52,18.00000269098,17.9999999999994,18.0,18.000000001620002,18.0,17.99999,17.99985
42,9.5,11.0,11.99995,12.000000000000155,12.005,12.6,12.01
46,15.999999999985,15.9999,16.0,16.0,16.0003,15.999998,15.9993
60,10.0,10.0,10.0,10.0,9.999999999999499,9.99999,9.99999975
38,7.9975,7.99998,7.995,8.0,8.0005,8.1,8.000000009
41,10.99975,10.0,10.99999995,11.0,11.0000005,11.00000000008,11.000000003
63,7.0000011,7.000001,7.00000005,7.0,6.995,-13.0,6.99975
66,4.0,4.0,4.0,4.0,3.9999999985,2.0,1.5
47,16.99985,17.0,17.0,17.0,17.00000000000001,16.999996,16.99991
70,1.4999999999999895e-29,9.999999999999886e-38,4.999999999999964e-28,0.0,-0.0014999999999999979,-2.0,-2.499999999999996e-09
44,13.9999999999975,13.9999,13.99995,14.0,14.0,14.0000000002,14.0
77,-7.0,-6.99999999999999,-7.0000005,-7.1,-7.15,-7.2,-9.5
62,8.0,8.0,8.0,8.0,7.9995,7.99998,7.975
59,11.0,11.0,11.0,11.0,11.0,10.9,10.999999999975
36,5.75,5.8,1.0,6.0,6.0000000000050004,6.001,6.000000000000013
39,8.75,8.8,4.0,9.0,9.0000005,9.0,9.07
71,-1.0,-1.0,-1.0,-1.000000001,-1.000000015,-1.000002,-3.5
45,14.985,14.0,14.9999995,15.0,15.000000000050001,15.0,14.9995
34,-21.0,-16.0,-11.0,4.0,4.0005,4.01,19.0
76,-6.0,-6.0,-6.000000005,-6.0000001,-6.15,-6.0001999999999995,-6.0025
79,-9.0,-8.999999,-9.05,-9.01,-9.15,-29.0,-11.5
80,-10.0,-10.0,-10.000005,-10.01,-11.5,-10.2,-12.5
69,1.0,1.0,1.00000000000005,1.0,0.9984999999999999,-1.0,0.99999975
57,13.0,13.0,13.0,13.0,12.999999995,12.999,12.975
33,3.0,2.9998,2.985,3.0,3.00000005,3.01,3.15
26,-29.0,-24.0,-19.0,-14.0,-3.95,-3.999,-3.99985
126,-51.0,-56.0,-61.0,-66.0,-71.0,-76.0,-81.0
119,-48.95,-49.0,-54.0,-59.0,-64.0,-69.0,-74.0
105,-34.95,-35.0,-40.0,-45.0,-50.0,-37.0,-60.0
107,-36.95,-37.0,-42.0,-47.0,-52.0,-57.0,-62.0
97,-26.9995,-27.0,-32.0,-37.0,-42.0,-47.0,-52.0
86,-16.0,-16.0,-16.00000005,-16.1,-17.5,-16.2,-41.0
81,-11.0,-11.0,-11.000000000050001,-11.1,-12.5,-13.0,-13.5
91,-21.0,-21.0,-21.05,-31.0,-36.0,-23.0,-46.0
56,14.0,14.0,14.0,14.0,13.999999999999499,13.99999999999999,13.9975
68,17.0,2.0000000001,2.000005,2.0,-13.0,-18.0,-23.0
72,-2.0,-1.99999999999,-2.0,-2.0000000001,-2.15,-22.0,-2.00000025
82,-11.9999999999985,-12.0,-12.05,-12.1,-27.0,-32.0,-37.0
53,16.99991,16.99996,17.0000001,17.0,17.0,16.9999999,16.99985
49,19.0,18.9999999,18.9999995,19.0,19.0,18.99999999992,19.0
84,-14.0,-14.0,-14.05,-15.0,-29.0,-34.0,-39.0
35,-20.0,-15.0,0.0,5.0,5.05,6.0,6.5
100,-29.995,-30.0,-35.0,-40.0,-45.0,-50.0,-55.0
92,-21.9999995,-22.0,-22.5,-32.0,-23.5,-42.0,-47.0
40,-15.0,9.0,9.99995,10.0,10.05,11.0,10.005
32,-23.0,0.0,0.5,2.0,2.0005,3.0,3.5
29,-26.0,-21.0,-16.0,-11.0,-0.95,-0.99999999,-0.8500000000000001
43,12.975,12.0,12.5,13.0,13.00005,13.04,12.999999999999998
87,-16.999999999999996,-17.0,-17.005,-27.0,-32.0,-19.0,-42.0
85,-15.0,-15.0,-15.005,-25.0,-30.0,-35.0,-15.25
21,-11.5,-11.0,-24.0,-19.0,-9.00000005,1.0,-8.9999999985
106,-35.5,-36.0,-36.5,-46.0,-51.0,-56.0,-61.0
99,-28.999999995,-29.0,-34.0,-39.0,-44.0,-49.0,-54.0
90,-19.99999995,-20.0,-20.5,-30.0,-35.0,-22.0,-22.5
14,-41.0,-36.0,-31.0,-26.0,-21.0,-16.0,-11.0
28,-27.0,-22.0,-3.5,-12.0,3.0,8.0,13.0
102,-31.5,-32.0,-37.0,-42.0,-47.0,-52.0,-57.0
95,-24.9995,-25.0,-25.5,-35.0,-40.0,-45.0,-50.0
24,-31.0,-26.0,-21.0,-16.0,-11.0,-5.9,9.0
94,-23.999995,-24.0,-29.0,-34.0,-39.0,-44.0,-49.0
104,-33.95,-34.0,-39.0,-44.0,-49.0,-54.0,-59.0
78,-6.5,-7.9,-8.5,-18.0,-23.0,-28.0,-33.0
73,-1.5,-2.9,-2.999995,-4.0,-18.0,-5.0,-28.0
9,-46.0,-41.0,-36.0,-31.0,-26.0,-21.0,-16.0
23,-32.0,-27.0,-22.0,-17.0,-12.0,3.0,-5.5
109,-38.5,-39.0,-44.0,-49.0,-54.0,-59.0,-64.0
37,-18.0,-13.0,2.0,7.0,7.0000000005,7.1,18.0
31,-1.5,-19.0,-14.0,1.0,1.5,1.00000001,1.015
19,-36.0,-31.0,-26.0,-21.0,-16.0,-11.0,-9.5
110,-39.5,-40.0,-45.0,-50.0,-55.0,-60.0,-65.0
30,-25.0,-20.0,-15.0,0.0,5.0,1.0,15.0
116,-45.5,-46.0,-51.0,-56.0,-61.0,-66.0,-71.0
111,-40.5,-41.0,-46.0,-51.0,-56.0,-61.0,-66.0
27,-28.0,-23.0,-18.0,-13.0,2.0,7.0,-1.5
