,-10,-5,-2,0,2,5,10
50,19.98,19.8,18.0,18.0,18.0,20.0,0.0
56,19.8,19.8,18.0,19.98,18.0,20.0,0.0
62,18.0,0.0,0.0,19.8,19.8,20.0,19.8
68,0.0,0.0,18.0,0.0,19.8,20.0,19.8
74,-19.98,-19.98,-19.998,-19.99998,-19.99998,-20.0,-19.8
80,-19.999999998,-20.0,-19.998,-19.8,-19.9998,-19.999998,-19.999999999979998
76,-19.998,-19.99998,-19.9999999998,-19.99998,-19.99998,-19.9998,-20.0
79,-19.998,-19.8,-18.0,0.0,-19.8,-19.99998,-19.8
89,-19.8,-19.8,-19.998,-19.99998,-19.98,-19.98,-19.998
91,-19.999999999999996,-19.998,-19.98,-19.999999999998,-19.998,-19.9999998,-19.8
88,-19.98,0.0,-19.98,-19.8,-19.99998,-19.8,-19.99998
108,-19.8,-19.998,-19.8,-19.8,-19.998,-19.9998,-18.0
105,-19.8,-19.98,-19.998,-19.8,-19.98,-19.9998,-19.8
107,-18.0,-19.98,-19.998,-18.0,-19.98,-18.0,-19.98
114,-19.8,-19.8,-19.8,-19.98,-19.8,-19.8,-19.8
111,-19.98,-19.8,-19.8,-19.98,-19.8,-19.98,-19.8
131,0.0,-19.8,-18.0,-19.8,-19.8,-19.98,-19.998
136,-19.999998,-19.98,-19.8,-18.0,-18.0,-19.8,-18.0
139,-19.8,-19.98,-19.9998,-18.0,-19.9998,-18.0,-18.0
149,-18.0,-18.0,0.0,-19.8,-18.0,-18.0,-19.98
161,-18.0,-18.0,-19.98,-19.8,-19.8,-18.0,-19.98
83,-19.98,-19.9998,-19.8,-19.8,0.0,-19.998,0.0
93,-19.8,-19.99998,-19.8,-19.9998,-19.98,-19.98,-19.98
103,-19.98,-19.98,-19.98,-19.998,-19.8,-19.99998,-19.9998
110,-19.98,-19.98,-19.98,-18.0,-19.98,-19.998,-19.98
122,-19.998,-19.8,-18.0,-18.0,-19.8,-19.8,-19.98
134,-18.0,-19.8,-19.98,-19.99998,0.0,-19.8,-18.0
142,-18.0,-19.98,-19.8,-19.998,-18.0,-19.9998,-18.0
146,-19.98,0.0,0.0,0.0,-19.98,-19.8,-19.98
150,-19.8,-19.998,-18.0,-19.98,-19.8,-18.0,-18.0
160,-18.0,0.0,-19.8,-18.0,0.0,-18.0,-19.98
163,-18.0,-18.0,-19.98,-18.0,-18.0,-18.0,-18.0
170,-19.8,-18.0,0.0,-18.0,0.0,0.0,-19.98
172,0.0,-18.0,-18.0,0.0,0.0,-18.0,0.0
