,-25,-5,0,5,10,15
107,-47.0,-46.9953,-46.9999999953,-46.999953,-46.99999999999953,-46.953
83,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0
105,-45.0,-45.0,-45.0,-45.0,-44.99999999999996,-45.0
68,19.99999999999998,20.0,20.0,20.0,20.0,20.0
97,-36.9999963,-37.0,-36.99999999963,-36.999963,-36.999629999999996,-37.0
74,-13.9999986,-13.999999999999998,-13.999999999999998,-14.0,-13.999999986,-13.9999986
93,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
78,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0
140,-79.2,-79.9999999992,-79.2,-72.0,-79.2,-72.0
124,-63.999993599999996,-63.99999999936,-63.9936,-63.999999936,-57.6,-63.999993599999996
183,-122.99999877,-122.99999999999987,-122.9999999877,-122.99999999877,-122.999999877,-123.0
178,-118.0,-117.9999999999882,-117.9999999999882,-118.0,-117.99999999999999,-118.0
63,19.99999998,20.0,20.0,20.0,20.0,19.999999999979998
79,-19.0,-18.99999981,-18.999999999999808,-18.99981,-18.99999999981,-18.999999999999982
96,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0
148,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0
165,0.0,-104.895,0.0,-94.5,0.0,-104.999895
92,-31.99999968,-31.999999999999996,-31.68,-31.9968,-31.999968,-32.0
104,-43.9999999999956,-43.956,-43.999999955999996,-43.99956,-43.9999956,-43.99956
118,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0
119,-59.0,-58.9999999941,-58.9999941,-58.41,-58.99941,-58.99999999999941
121,-61.0,-60.99939,-60.9999939,-60.99999939,-60.99999999999999,-60.9999939
145,-84.999915,-84.915,-84.99915,-84.99999915,-84.999915,0.0
49,19.8,20.0,20.0,19.99998,19.9998,19.998
87,-26.73,-26.9999999973,-26.9973,-26.999999973,-26.9999999999973,-26.99999999999973
99,-39.0,-38.961,-39.0,-38.999999961,-38.99961,-38.61
150,-89.91,-89.1,-89.9991,-89.1,-89.1,-89.91
127,-66.93299999999999,-67.0,-66.9933,-66.99933,-66.99999933,-66.99999933
131,-70.999929,-70.999929,-70.9999929,-71.0,-70.999999929,-70.9929
155,-94.05,-85.5,-94.9999905,-94.9905,-94.05,-94.99905
67,19.9998,20.0,20.0,19.999999998,19.9999998,19.99998
69,19.999998,19.9999998,20.0,20.0,19.998,19.999999999998
95,-34.9999999999965,-35.0,-35.0,-35.0,-35.0,-35.0
47,19.98,20.0,20.0,19.98,19.999999998,19.999999998
48,19.9998,20.0,20.0,19.999998,19.999999999998,20.0
102,-42.0,-41.9999958,-41.999958,-42.0,-41.9999999958,-41.9999999958
173,-113.0,-113.0,-112.99999999999989,-113.0,-113.0,-113.0
203,-142.9999857,-142.9999857,-142.99999999999858,-142.99999999999858,-142.999999999857,-142.99857
41,19.99998,19.999998,20.0,19.9998,19.999998,19.998
46,20.0,20.0,20.0,20.0,20.0,20.0
109,-48.51,-48.9951,-49.0,-48.51,-48.9999999951,-49.0
175,-103.5,-103.5,-113.85,-103.5,-113.85,-103.5
82,-21.99978,-21.999999999978,-19.8,-21.999999977999998,-22.0,-22.0
170,-108.9,-99.0,-99.0,0.0,-99.0,-108.9
57,19.998,20.0,20.0,19.999999999998,19.999999999999996,19.999999998
42,18.0,20.0,20.0,19.998,19.9999998,18.0
44,18.0,19.99999998,20.0,18.0,0.0,18.0
130,-69.999993,-69.9999999993,-69.93,-69.993,-69.99999999993,-70.0
141,-72.9,-80.999999919,-72.9,-80.19,-80.99919,-80.99919
162,-100.98,0.0,-91.8,-91.8,0.0,0.0
169,-98.10000000000001,-98.10000000000001,-108.99891,-98.10000000000001,-107.91,-98.10000000000001
186,0.0,-113.4,-113.4,-113.4,0.0,0.0
208,-148.0,-147.852,-147.9999852,-147.999852,-148.0,-147.999852
228,-167.9832,-167.832,-166.32,-166.32,-167.9832,-167.832
238,-177.822,-176.22,-177.99822,-177.999822,-176.22,-176.22
243,0.0,0.0,-181.17000000000002,-164.70000000000002,-181.17000000000002,-181.17000000000002
255,0.0,0.0,0.0,0.0,0.0,0.0
10,-29.7,-27.0,-29.9997,0.0,-29.97,-29.9997
31,19.99998,19.9999999998,20.0,19.999998,19.9998,18.0
20,0.0,0.0,-19.9998,-19.9999998,-18.0,-18.0
64,19.8,19.9999999999998,20.0,19.99998,19.998,19.8
190,-129.87,-117.0,-117.0,0.0,-117.0,0.0
223,-162.837,-162.9999837,-162.9837,-162.99999837000001,-161.37,-162.99837
230,0.0,0.0,0.0,0.0,0.0,0.0
27,-12.987,0.0,-12.9999987,-12.999987,-12.870000000000001,-12.987
39,18.0,18.0,20.0,19.98,19.9998,19.9998
45,19.9998,20.0,20.0,19.999999998,19.9998,0.0
0,0.0,-39.6,-36.0,-36.0,-36.0,-36.0
15,-22.5,-24.9975,-24.9975,-22.5,-22.5,-24.75
22,-17.982,-17.999982,-17.99999982,-17.9999982,-17.982,-16.2
3,0.0,-36.63,-33.300000000000004,-36.963,-36.963,0.0
33,19.98,19.9999998,20.0,19.8,19.9998,19.9998
136,-75.99924,-75.9924,-75.99999924,-75.9924,-75.9999924,-75.99924
147,-86.913,0.0,-86.13,-86.999999913,-86.99913,-86.13
154,0.0,-93.999906,-93.06,-93.06,-84.60000000000001,-93.906
156,-95.04,-95.9999904,-86.4,0.0,-86.4,-95.04
210,0.0,0.0,0.0,0.0,0.0,0.0
137,-69.3,-76.999999923,-69.3,-76.99999923,-69.3,-69.3
134,-74.0,-66.60000000000001,-73.99925999999999,-66.60000000000001,-73.26,-73.9926
157,0.0,-96.903,-96.03,0.0,-96.03,-96.903
174,-112.86,0.0,-112.86,-102.60000000000001,0.0,0.0
176,-104.4,-104.4,-104.4,0.0,-104.4,-104.4
180,-108.0,-119.88,-118.8,-108.0,-108.0,0.0
159,-89.10000000000001,-98.901,-98.01,-98.901,0.0,-98.01
166,-95.4,-95.4,-104.94,-105.9894,-95.4,0.0
200,0.0,0.0,-126.0,0.0,0.0,-126.0
151,-90.99909,-91.0,-81.9,-90.09,0.0,-90.909
149,-88.11,-80.10000000000001,-88.911,0.0,-88.9911,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
24,-15.84,0.0,-15.84,-15.984,-14.4,-15.84
233,-155.70000000000002,-171.27,-172.999827,-172.827,-172.9827,-172.827
245,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,-123.75,-123.75
32,0.0,18.0,19.98,19.998,0.0,18.0
34,0.0,19.9998,19.999999998,0.0,19.8,0.0
195,-121.5,-121.5,-121.5,-121.5,0.0,-121.5
43,18.0,20.0,20.0,19.9999998,19.9998,18.0
-1,-36.9,0.0,0.0,0.0,-40.59,-40.59
11,-28.999971,-28.971,-28.9999971,-28.971,-28.99971,-28.971
-32,0.0,0.0,-64.8,0.0,0.0,0.0
-30,-63.0,0.0,0.0,0.0,0.0,0.0
-45,0.0,0.0,0.0,0.0,0.0,-76.5
-18,-52.2,0.0,0.0,0.0,0.0,0.0
-41,0.0,0.0,-72.9,0.0,0.0,0.0
-39,-71.10000000000001,0.0,0.0,0.0,0.0,-71.10000000000001
-62,0.0,-91.8,0.0,0.0,0.0,0.0
-57,-96.03,0.0,0.0,0.0,0.0,0.0
-72,0.0,0.0,-100.8,0.0,-100.8,0.0
-77,0.0,0.0,-105.3,0.0,0.0,0.0
-70,0.0,0.0,0.0,0.0,0.0,0.0
177,-105.3,-105.3,0.0,-105.3,-115.83,-105.3
184,-111.60000000000001,-111.60000000000001,-122.76,0.0,-123.9876,-111.60000000000001
196,-122.4,-122.4,-122.4,-134.64,-122.4,0.0
248,-187.9812,0.0,-187.812,0.0,-187.812,0.0
253,-192.807,-191.07,-173.70000000000002,-173.70000000000002,-173.70000000000002,-173.70000000000002
270,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,19.998,19.98,19.999998,19.98,19.8
40,19.998,19.999998,20.0,19.9998,0.0,19.98
132,-71.99928,-71.9999999928,0.0,-71.999928,-64.8,-71.928
181,-108.9,-119.79,0.0,-108.9,0.0,0.0
4,0.0,-32.4,0.0,-32.4,0.0,-32.4
250,0.0,0.0,0.0,0.0,0.0,0.0
-25,0.0,0.0,0.0,-58.5,0.0,0.0
-19,-53.1,0.0,0.0,0.0,-53.1,-58.41
-7,0.0,0.0,0.0,0.0,0.0,-42.300000000000004
171,-99.9,-109.89,-109.89,-99.9,-110.9889,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
9,-27.900000000000002,-27.900000000000002,-30.69,0.0,0.0,0.0
-12,0.0,0.0,0.0,0.0,-46.800000000000004,-46.800000000000004
14,0.0,-23.400000000000002,-25.740000000000002,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,-20.7,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
202,-140.58,-127.8,0.0,-127.8,-127.8,-127.8
199,0.0,0.0,0.0,-125.10000000000001,-125.10000000000001,0.0
206,0.0,0.0,-131.4,0.0,0.0,0.0
258,-196.02,0.0,0.0,-178.20000000000002,-178.20000000000002,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
18,-21.978,0.0,-21.978,0.0,-19.8,-21.978
-6,0.0,-45.54,0.0,-41.4,0.0,0.0
164,0.0,-103.896,0.0,0.0,0.0,0.0
-34,0.0,0.0,-66.60000000000001,0.0,0.0,0.0
-29,0.0,-62.1,0.0,0.0,-62.1,0.0
182,0.0,-120.78,-120.78,-109.8,-109.8,0.0
167,-96.3,0.0,-96.3,-96.3,0.0,-106.9893
179,0.0,0.0,0.0,0.0,-118.9881,-107.10000000000001
191,0.0,-117.9,0.0,0.0,-117.9,-130.869
152,-82.8,-82.8,0.0,-91.908,0.0,-91.9999908
263,0.0,-182.70000000000002,0.0,-182.70000000000002,0.0,-200.97
189,-128.871,0.0,-116.10000000000001,0.0,0.0,0.0
219,0.0,-143.1,0.0,0.0,-143.1,0.0
231,0.0,0.0,0.0,0.0,0.0,-153.9
217,-141.3,0.0,0.0,0.0,0.0,0.0
194,-120.60000000000001,0.0,-120.60000000000001,0.0,0.0,-120.60000000000001
211,0.0,-135.9,0.0,-135.9,0.0,-135.9
283,0.0,-200.70000000000002,0.0,0.0,-200.70000000000002,-200.70000000000002
300,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,-134.1,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,-38.7,0.0
232,0.0,0.0,0.0,0.0,-154.8,0.0
244,0.0,-165.6,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,-162.9,0.0
268,0.0,0.0,-187.20000000000002,0.0,0.0,-187.20000000000002
278,-196.20000000000002,-196.20000000000002,0.0,0.0,0.0,0.0
273,0.0,0.0,-191.70000000000002,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,-118.8,0.0,-118.8,0.0,0.0
172,0.0,0.0,0.0,-100.8,-100.8,0.0
201,0.0,0.0,-126.9,0.0,0.0,0.0
288,-205.20000000000002,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,-138.6,0.0,0.0,0.0
216,0.0,-140.4,0.0,0.0,0.0,-140.4
212,0.0,0.0,0.0,-136.8,0.0,0.0
-27,0.0,0.0,0.0,-60.300000000000004,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0,-41.58
187,0.0,-114.3,0.0,0.0,0.0,0.0
298,-214.20000000000002,0.0,0.0,0.0,0.0,0.0
