,-15,-10,-5,-1,0,1,5,10,15
50,30.0,29.9999998,28.5,29.9999989,30.0,29.89,29.85,29.99998,30.0
51,29.0,29.0,28.987000000000002,20.0,29.0,28.99989,28.9985,28.999999999979998,29.0
37,17.0,16.99997,15.5,15.9,16.999999999998998,16.1,12.0,17.0,17.0000000000001
23,2.8354,-27.0,-22.0,-18.0,-17.0,-16.0,-12.0,3.0,3.0
9,-46.0,-41.0,-36.0,-32.0,-31.0,-30.0,-26.0,-21.0,-12.4
25,4.99965,-25.0,2.5,-16.0,4.8,-14.0,0.0,5.0,5.000000000000016
41,21.0,19.0,6.0,19.9,20.99999,20.1,20.5,20.9999999999998,21.0
61,19.0,19.0,18.5,18.1,18.9,17.9,17.5,16.0,19.0
81,-0.9999999995,-0.999999371,-16.0,-20.0,-21.0,-22.0,-26.0,-31.0,-1.35
76,4.0,4.0,-11.0,-15.0,7.670000000000002,-17.0,-21.0,1.0,3.999965
78,2.0,2.0,-13.0,-17.0,0.0,1.7900000000000003,-23.0,-28.0,1.999999965
65,15.0,15.0,14.5,14.91,14.0,13.9,13.5,12.0,14.999649999999999
60,20.0,20.0,19.995,19.1,19.99,18.9,19.85,19.998,19.99965
55,25.0,25.0,24.95,16.0,24.999,14.0,24.85,24.99999998,24.9999999999975
42,22.0,2.0,7.0,11.0,21.9,13.0,17.0,18.0,21.999999991
29,9.0,-21.0,-16.0,-12.0,-11.0,8.1,4.0,9.0,9.005
16,-39.0,-16.0,-15.5,-25.0,-15.0,-23.0,-19.0,-14.0,-14.0
33,13.0,-17.0,-12.0,2.0,12.99,12.1,12.5,13.0,13.0
58,22.0,22.0,21.95,21.1,21.999,21.99989,21.985,21.998,22.0
83,-3.0,-3.0000001,-18.0,-22.0,-5.0,-24.0,-28.0,-33.0,-3.0002618
103,-23.01508,-24.0,-38.0,-42.0,-43.0,-44.0,-48.0,-53.0,-26.5
