,-15,-10,-5,-1,0,1,5,10,15
50,30.0,29.9999998,28.5,29.989,29.999,28.9,29.9999985,29.9999998,30.0
66,14.0,14.0,13.95,13.1,13.0,13.89,14.00000479,13.997,14.0
82,-2.0,-2.00001,-3.5,-3.8999999999999986,-22.0,-23.0,-2.0,-32.0,-24.94
68,12.0,12.0,11.5,3.0,2.0,1.0,11.75,11.99999997,11.999999999965
54,26.0,25.88,19.0,25.1,16.0,24.9,26.0147,25.99999998,25.999975
60,20.0,20.0,19.9995,19.1,19.9,19.989,20.0001389,19.9998,19.965
76,4.000000001589,4.0,2.5,-15.0,-16.0,-17.0,3.975,1.0,0.5
56,24.00000000000133,23.999999999992,23.95,15.0,23.0,22.9,24.0,23.999998,23.99965
43,23.0,21.0,8.0,21.9,13.0,22.1,18.0,23.156,22.99999999989
55,24.9999999999985,24.999,20.0,24.1,15.0,14.0,24.999999999985,25.00061,24.9999975
75,5.0000000005,5.0,0.0,3.1000000000000014,-15.0,2.900000000000002,4.75,4.9808,1.5
95,-5.561300000000001,-25.0,-16.5,-34.0,-35.0,-36.0,-40.0,-45.0,-50.0
99,-19.0941,-29.0,-34.0,-38.0,-39.0,-40.0,-44.0,-49.0,-54.0
86,-5.9999999078,-16.0,-7.5,-25.0,-26.0,-27.0,-8.5,-36.0,-41.0
73,7.0,7.0,2.0,5.100000000000001,-13.0,-14.0,4.5,-23.0,-28.0
63,17.0,17.0,16.5,8.0,7.0,6.0,16.999999850000002,14.0,16.65
53,27.0,26.86,26.1,18.0,26.0,16.0,26.999999999999986,26.99998,26.975
33,-22.0,10.0,-12.0,2.0,14.52,4.0,12.9999995,13.0,13.5
35,14.965,12.0,0.0,4.0,5.0,6.0,10.0,15.0,15.0005
40,19.9999999999965,18.0,5.0,18.9,19.999,19.1,19.999999999499998,20.0,19.995
46,25.99999999999975,25.99999998,25.85,15.0,25.0,25.91,26.0,25.999988000000002,25.9999983
61,19.0,19.0,14.0,10.0,18.0,8.0,18.999999985,18.97,15.5
71,9.0,9.0,8.5,0.0,-11.0,6.900000000000002,8.99999975,6.0,-26.0
58,22.0,21.99999999999996,17.0,21.1,21.9,20.9,21.9985,21.99999998,21.9999965
45,25.0,5.0,10.0,23.9,15.0,16.0,24.5,24.999,24.9999999999985
47,26.75,7.0,12.0,25.9,17.0,26.91,26.9999991,25.6,26.99999999981
64,16.000000000000004,16.0,15.5,7.0,6.0,14.9,15.985,15.7,15.99999965
81,-0.999999999995,-11.0,-16.0,-20.0,-21.0,-3.099999999999998,-1.25,-4.0,-36.0
