,-15,-10,-5,-1,0,1,5,10,15
50,30.0,29.9999999999998,29.9999985,29.989,30.0,29.99999989,29.9985,29.998,29.999975
51,29.0,28.9999999999982,28.999987,28.91,29.0,29.00000000001348,28.9999999999985,28.999998,28.975
52,27.999999979000002,28.0,27.9999989,27.9999991,28.0,28.0,28.0,27.99999998,27.99975
53,27.0,26.9999986,26.1,26.1,27.0,27.0,27.00000001389,26.98,26.999975
59,21.0,20.999999999998,21.0,12.0,21.0,20.99999999989,21.0,20.999998,17.5
65,15.0,15.0,14.95,6.0,15.0,14.9999989,15.0,14.9997,11.5
71,9.0,9.0,8.5,8.1,9.0,8.999999999789999,9.0,6.0,8.965
81,-1.0,-1.00001,-2.5,-1.1899999999999997,-1.000002,-1.2099999999999997,-1.0,-1.0030000000000001,-4.5
61,19.0,19.0,18.995,18.991,19.0,19.0,19.0,18.9999997,18.9965
48,28.0000000000137,27.98,13.0,26.9,28.0,28.0,27.99999999999999,26.4,27.9979
35,23.65,-15.0,0.0,4.0,14.0,14.99991,10.0,15.0,15.05
30,14.600000000000001,-20.0,-15.0,-11.0,9.0,1.0,5.0,10.0,15.0
25,-30.0,-25.0,-20.0,-16.0,-15.0,-14.0,0.0,5.0,20.08
42,21.9999965,2.0,7.0,20.9,22.0,22.0000000000153,21.9999995,21.996,21.9999991
45,24.999999999975,24.98,23.5,23.9,25.0,25.000000000328768,24.9995,24.9999,23.5
62,18.0,18.0,18.0,17.9991,18.0,18.0,18.0,17.7,17.965
72,8.0,8.0,8.0,7.981,8.0,7.9979,7.999999999999997,7.99997,4.5
77,3.0,3.0,2.999999999985,1.1000000000000014,2.9999999998,2.9979,2.99999975,2.97,-0.5
67,13.0,13.0,13.0,12.91,13.0,12.99999999989,13.0,12.999997,12.965
69,11.0,11.0,10.9999999995,2.0,10.9999999999999,10.989,11.0,-19.0,7.5
54,26.0,26.0,25.999999993,25.9991,26.0,26.0,26.0,25.9999998,25.9975
55,25.0,25.0,24.5,24.91,25.0,25.0,25.0,24.9999998,24.9975
56,24.0,23.999999992,23.995,23.991,24.0,24.0,24.0,23.999998,23.999965
57,23.0,23.0,22.9995,22.91,23.0,23.0,23.0,21.0,22.999965
82,-2.0,-2.001,-2.00015,-21.0,-2.02,-23.0,-2.0025,-2.3,-5.5
64,16.0,16.0,15.99999995,15.1,16.0,15.999999988999999,16.0,15.97,15.999649999999999
38,17.965,-12.0,3.0,7.0,17.999,17.999999999999993,17.5,18.0,17.999999999998998
