,-15,-10,-5,-1,0,1,5,10,15
50,30.0,30.0,29.9985,29.999999999989,30.0,30.0,29.999999999985,30.0,30.0
52,28.0,28.0,27.999989,27.9999999999991,28.0,28.0,27.985,28.0,27.999999999975
54,26.0,25.99999999988,25.93,26.0,26.0,26.0,25.9999985,26.0,25.999999999975
56,24.0,24.0,23.99995,24.0,24.0,24.0,23.85,24.0,24.0
58,22.0,22.0,21.9995,22.0,22.0,22.0,21.999999850000002,22.0,21.99999999965
60,20.0,20.0,19.95,20.0,20.0,20.0,19.999985,20.0,16.5
62,18.0,18.0,17.999995,18.0,18.0,18.0,17.999985,17.999999997,17.99999965
68,12.0,12.0,11.5,12.0,12.0,12.0,-13.0,11.997,11.9965
74,6.0,6.0,5.95,5.999999999999998,6.0,6.0,5.975,3.0,2.5
80,1.507999999999968e-61,0.0,-15.0,-1.8999999999999947e-05,-0.0019999999999999983,-2.0999999999999835e-14,-0.25,-0.0029999999999999957,-3.5
67,13.0,13.0,12.9995,13.0,13.0,13.0,12.975,12.999997,12.9999999999965
77,3.0,3.0,2.85,2.999999999999981,3.0,3.0,2.975,0.0,2.9965
88,-8.0,-8.000000001,-9.5,-27.0,-8.2,-29.0,-33.0,-8.3,-43.0
75,5.0,5.0,4.5,4.9999999981,5.0,5.0,4.75,4.997,1.5
64,16.0,16.0,15.95,16.0,16.0,16.0,15.99985,15.9999999997,15.965
66,14.0,14.0,13.999995,13.999999991,14.0,14.0,13.9975,13.997,13.9999965
76,4.0,4.0,-11.0,3.9999999999981,4.0,4.0,3.99975,3.9997,3.965
86,-6.0,-6.000000000000001,-7.5,-25.0,-26.0,-6.0021,-8.5,-9.0,-41.0
43,23.0,22.999998,8.0,21.9,22.99999999,23.0,18.0,22.994,22.9999999999989
44,24.0,23.98,23.985,23.9999999989,23.9999999,24.0,23.5,23.999999992,23.999999999987
46,26.0,25.8,24.5,25.989,25.999,26.0,25.93,25.999999999988,26.0
78,2.0,2.0,1.985,1.999999999999981,1.9999999998,1.9999999999999998,1.75,-1.0,-1.5
81,-1.0,-1.0,-16.0,-1.1899999999999997,-1.000000002,-1.00000000021,-1.25,-1.03,-1.35
63,17.0,17.0,16.5,17.0,17.0,17.0,16.99985,16.999999999999996,16.99999965
71,9.0,9.0,8.5,9.0,9.0,9.0,8.75,8.9999997,8.99999965
45,25.0,24.998,24.85,24.99989,24.9999999999999,25.0,24.5,24.9999999,25.0
48,28.0,27.99999998,27.985,27.989,27.999999999998998,28.0,17.0,27.99984,27.99999999979
59,21.0,20.9999999999998,20.5,21.0,21.0,21.0,19.5,20.9998,20.9999999965
70,10.0,10.0,9.9995,10.0,10.0,10.0,7.5,9.9999997,9.65
69,11.0,11.0,10.9995,11.0,11.0,11.0,10.9975,10.99999997,10.65
73,7.0,7.0,6.9995,7.0,7.0,7.0,6.75,6.7,-28.0
47,27.0,26.9998,26.85,25.9,26.99999999,27.0,26.91,26.99999999986,27.0
53,27.0,27.0,26.991,26.999999999991,27.0,27.0,26.985,26.99999999999998,26.999999999975
61,19.0,19.0,18.9999995,18.99999999999991,19.0,19.0,18.9985,19.0,19.0
51,29.0,28.99999982,28.87,28.1,29.0,29.0,28.985,29.0,29.0
35,14.9965,14.7,0.0,13.9,14.9,14.999999999999991,14.5,15.0,15.000000000005
30,10.0,-20.0,-15.0,9.790000000000001,0.0,10.0,9.95,10.0,10.00000005
55,25.0,24.99999999,24.995,25.0,25.0,25.0,24.99985,25.0,24.999999999975
72,8.0,8.0,3.0,8.0,8.0,8.0,7.75,7.9999970000000005,7.9999965
89,-9.0,-9.01,-9.15,-9.19,-9.2,-11.099999999999998,-34.0,-12.0,-12.5
90,-10.0,-10.1,-25.0,-10.19,-30.0,-12.099999999999998,-35.0,-40.0,-45.0
91,-11.0,-11.001,-12.5,-11.19,-11.0002,-11.0021,-11.25,-41.0,-14.5
100,-20.5,-30.0,-21.5,-21.9,-40.0,-22.099999999999998,-45.0,-50.0,-55.0
109,-34.0,-39.0,-44.0,-30.9,-49.0,-50.0,-54.0,-59.0,-64.0
113,-38.0,-43.0,-48.0,-34.9,-53.0,-54.0,-58.0,-63.0,-68.0
117,-42.0,-47.0,-52.0,-38.9,-57.0,-58.0,-62.0,-67.0,-72.0
121,-46.0,-51.0,-56.0,-42.9,-61.0,-62.0,-66.0,-71.0,-76.0
122,-47.0,-52.0,-57.0,-61.0,-62.0,-63.0,-67.0,-72.0,-77.0
79,1.0,1.0,-14.0,0.999999999981,0.999999999998,0.999999979,-1.5,0.97,-34.0
84,-4.0,-4.0000001,-5.5,-4.0019,-4.0001999999999995,-4.00000021,-4.025,-34.0,-39.0
38,18.0,15.0,16.5,16.9,18.0,18.0,13.0,18.0,18.0
33,12.999649999999999,10.0,12.75,12.89,3.0,13.0,12.5,13.0,13.0
36,16.0,15.997,14.5,15.989,15.9,16.0,15.95,16.0,16.0
57,23.0,23.0,22.95,23.0,23.0,23.0,8.0,22.9999999998,22.99999999965
65,15.0,15.0,14.95,15.0,15.0,15.0,14.985,14.999999999999996,14.9999965
83,-3.0,-3.0,-18.0,-3.000000019,-3.00002,-3.00000000021,-28.0,-33.0,-38.0
94,-14.000000000050001,-15.0,-29.0,-14.019,-34.0,-35.0,-39.0,-44.0,-17.5
37,16.999965,14.0,2.0,6.0,16.999,16.999999991,16.5,17.0,17.000001
28,-27.0,-22.0,-17.0,7.79,7.8,7.99981,3.0,8.0,8.000005
32,11.65,-18.0,9.5,1.0,2.0,11.9999991,11.5,12.0,12.00000005
82,-2.0,-2.0,-2.15,-2.00000019,-2.000000002,-2.0000021,-27.0,-32.0,-37.0
49,29.0,28.999999998,28.85,28.999999989,29.0,29.0,28.87,29.0,28.999999999999996
40,19.99999999965,19.8,5.0,19.99989,19.999999,20.0,19.95,20.0,20.0
42,21.9999999999965,2.0,20.5,11.0,21.999,22.0,17.0,22.0,22.0
85,-5.0,-5.0000001,-20.0,-5.019,-5.002,-5.000021,-7.5,-8.0,-40.0
93,-13.0000000005,-23.0,-28.0,-14.899999999999999,-33.0,-15.099999999999998,-38.0,-43.0,-48.0
95,-15.00000005,-16.0,-30.0,-34.0,-35.0,-17.099999999999998,-40.0,-45.0,-50.0
87,-7.0,-7.000001,-22.0,-7.019,-7.002,-7.21,-9.5,-7.3,-7.35
41,20.9999999965,20.999998,6.0,20.89,20.99999,21.0,20.5,20.99999999999998,21.0
17,-38.0,-33.0,-28.0,-24.0,-23.0,-22.0,-18.0,-13.0,-12.985
39,18.999965,16.0,17.5,17.9,18.9999999,19.0,14.0,19.0,19.0
101,-21.00005,-31.0,-36.0,-40.0,-41.0,-42.0,-23.5,-51.0,-56.0
25,-30.0,-25.0,-20.0,-16.0,-15.0,3.1000000000000014,0.0,5.0,5.0005
34,13.965,-16.0,-11.0,3.0,13.0,13.9999999999991,9.0,14.0,14.000000005
119,-39.5,-49.0,-54.0,-58.0,-59.0,-60.0,-64.0,-69.0,-74.0
114,-34.5,-44.0,-49.0,-53.0,-54.0,-55.0,-59.0,-64.0,-69.0
20,-35.0,-3.0,-2.5,-2.099999999999998,-20.0,-19.0,-15.0,0.0,4.999999999999978e-22
102,-22.5,-32.0,-37.0,-41.0,-24.0,-43.0,-47.0,-52.0,-57.0
92,-12.0,-13.0,-27.0,-31.0,-12.02,-12.021,-37.0,-42.0,-47.0
103,-23.005,-33.0,-38.0,-42.0,-43.0,-44.0,-48.0,-53.0,-58.0
29,5.5,-21.0,-16.0,6.900000000000002,7.0,8.999991,4.0,9.0,9.000005
98,-18.000005,-28.0,-33.0,-37.0,-38.0,-39.0,-43.0,-48.0,-53.0
26,2.5,-24.0,-19.0,-15.0,-14.0,5.8100000000000005,1.0,6.0,6.000000000000005
15,-40.0,-35.0,-30.0,-26.0,-25.0,-24.0,-20.0,-15.0,-13.5
96,-16.000000000005,-26.0,-31.0,-35.0,-36.0,-37.0,-41.0,-46.0,-51.0
31,10.65,-19.0,-14.0,0.0,1.0,10.9999991,6.0,11.0,11.00005
104,-24.5,-34.0,-39.0,-43.0,-44.0,-45.0,-49.0,-54.0,-59.0
22,1.99999965,-28.0,-23.0,1.7900000000000003,0.0,1.999999981,0.5,2.0,2.0000000000005
24,3.9999965,1.0,1.5,1.9000000000000021,2.0,3.999981,-11.0,4.0,4.0
106,-26.05,-36.0,-41.0,-45.0,-46.0,-47.0,-51.0,-56.0,-61.0
99,-19.005,-29.0,-34.0,-38.0,-39.0,-40.0,-44.0,-49.0,-54.0
97,-17.000000000500002,-27.0,-18.5,-36.0,-37.0,-38.0,-42.0,-47.0,-52.0
19,-36.0,-31.0,-26.0,-22.0,-21.0,-20.0,-16.0,-11.0,-10.85
16,-39.0,-34.0,-29.0,-25.0,-24.0,-23.0,-19.0,-14.0,-12.5
27,-28.0,-23.0,-18.0,-14.0,-13.0,6.999981,2.0,7.0,7.0000005
8,-47.0,-42.0,-37.0,-33.0,-32.0,-31.0,-27.0,-22.0,-21.99999995
23,-32.0,-27.0,-22.0,-18.0,-17.0,1.1000000000000014,-12.0,3.0,3.00005
108,-28.05,-29.0,-43.0,-47.0,-48.0,-49.0,-53.0,-58.0,-63.0
12,-43.0,-38.0,-33.0,-29.0,-28.0,-27.0,-23.0,-18.0,-13.0
107,-27.005,-37.0,-42.0,-46.0,-47.0,-48.0,-52.0,-57.0,-62.0
10,-45.0,-40.0,-35.0,-31.0,-30.0,-29.0,-25.0,-20.0,-19.999995
18,-37.0,-32.0,-13.5,-23.0,-22.0,-21.0,-17.0,-12.0,-10.5
21,-34.0,-29.0,-24.0,-20.0,-19.0,-18.0,-14.0,1.0,1.05
14,-41.0,-36.0,-31.0,-27.0,-26.0,-25.0,-21.0,-16.0,-15.5
111,-31.5,-41.0,-46.0,-50.0,-51.0,-52.0,-56.0,-61.0,-66.0
