,-25,-5,0,5,10,15
50,19.99999998,20.0,19.99999998,19.99999999999998,19.999999998,20.0
46,16.0,16.0,15.999999999999984,16.0,16.0,16.0
42,12.0,12.0,11.999999999988,12.0,11.99999988,12.0
58,11.9999999988,12.0,11.99999988,12.0,11.999999988,11.9999999988
74,-3.96,-3.99999996,-3.96,-3.9996,-3.6,-3.6
90,0.0,-19.8,-18.0,-19.99998,-19.98,-19.98
96,-23.400000000000002,0.0,-25.740000000000002,-23.400000000000002,-25.740000000000002,0.0
101,-27.900000000000002,0.0,-30.969,-30.969,0.0,-30.69
121,-50.49,0.0,0.0,0.0,-45.9,-45.9
108,-37.99999962,-37.9999999999962,-37.9999962,-37.9999962,-37.99962,-37.99962
120,0.0,0.0,-45.0,0.0,-49.5,-49.5
145,0.0,-67.5,-67.5,0.0,0.0,0.0
150,0.0,-72.0,-72.0,0.0,0.0,-72.0
167,0.0,-87.3,0.0,-87.3,0.0,0.0
174,0.0,0.0,-93.60000000000001,0.0,-93.60000000000001,0.0
176,0.0,-95.4,0.0,0.0,0.0,-95.4
173,-92.7,-92.7,-101.97,-92.7,0.0,-92.7
198,-115.2,0.0,0.0,0.0,-115.2,-115.2
218,0.0,-133.20000000000002,-146.52,0.0,0.0,0.0
223,-137.70000000000002,-151.47,0.0,0.0,-137.70000000000002,-151.47
238,0.0,0.0,0.0,-151.20000000000002,0.0,0.0
248,-160.20000000000002,0.0,-160.20000000000002,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
38,8.0,8.0,7.99999992,7.999999999999999,7.9999999992,7.999999999999999
44,13.999999859999999,14.0,12.6,13.86,13.986,0.0
56,13.9999986,14.0,0.0,13.9986,13.9986,13.9999986
53,16.999999999983,17.0,16.999999983,17.0,16.999983,16.9999983
55,14.99985,15.0,14.85,14.99999985,14.985,14.999999985
60,9.9,10.0,9.999,9.999,9.0,9.99999
57,12.870000000000001,13.0,0.0,12.987,11.700000000000001,12.987
54,15.99984,16.0,15.84,15.99999999984,15.84,14.4
51,18.9981,19.0,18.981,18.99999999981,17.1,18.9981
48,18.0,18.0,17.999999999982,17.9999999999982,17.9999982,17.9999999999982
65,4.995,5.0,4.5,4.5,4.995,4.9995
34,3.9999995999999998,4.0,3.96,3.999996,3.996,3.9999995999999998
30,0.0,0.0,0.0,0.0,0.0,0.0
26,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
31,1.0,1.0,0.9999998999999999,0.9999999999999,0.99999999,0.9999999999
