,-25,-5,0,5,10,15
138,-67.99999932,-67.32,-67.32,0.0,-67.32,-67.32
125,-54.945,0.0,0.0,0.0,0.0,-54.45
24,-5.4,-5.94,0.0,-5.4,-5.994,0.0
66,3.996,3.6,3.6,3.999999999996,3.96,0.0
86,-14.4,-15.984,-14.4,0.0,-15.84,-15.84
115,-44.55,-40.5,-40.5,-40.5,0.0,-44.55
140,-63.0,-63.0,0.0,-63.0,0.0,0.0
137,0.0,0.0,0.0,0.0,-60.300000000000004,0.0
149,-78.21000000000001,0.0,-78.21000000000001,0.0,0.0,0.0
151,0.0,0.0,-72.9,-72.9,0.0,0.0
158,-79.2,0.0,0.0,-87.912,-87.12,-87.9912
183,-111.87,-101.7,-111.87,0.0,-111.87,-101.7
208,0.0,0.0,-137.862,-124.2,0.0,-124.2
218,-133.20000000000002,-133.20000000000002,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
-4,-33.966,-33.9966,-33.9999966,-33.99999999966,-33.999999996599996,-34.0
-24,-53.99946,-53.9999999999946,-53.946,-53.99946,-53.946,-53.9946
-25,-54.99945,-54.99999945,-49.5,-54.45,-54.9945,-54.9945
-53,0.0,0.0,0.0,0.0,-74.7,0.0
-41,-63.9,0.0,0.0,0.0,-63.9,0.0
-64,-84.60000000000001,0.0,-93.06,-84.60000000000001,-84.60000000000001,0.0
46,15.999998399999999,15.84,15.984,15.999999999984,15.84,0.0
65,4.9999995,4.5,4.995,4.999999995,0.0,4.5
92,0.0,0.0,0.0,0.0,-19.8,-21.978
108,-37.9999962,-34.2,-37.9999962,-37.9962,-37.99962,-37.9999962
148,-70.2,-77.22,-77.22,-77.9999922,-70.2,0.0
84,-12.6,-12.6,0.0,0.0,-12.6,-12.6
96,-25.9999974,-25.974,-25.740000000000002,-23.400000000000002,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0
45,14.85,14.85,13.5,14.9999985,14.85,14.85
47,15.3,16.983,15.3,0.0,0.0,15.3
73,-2.97,-2.97,-2.99999997,-3.0,-2.9997,-2.97
120,0.0,0.0,0.0,0.0,-45.0,0.0
80,0.0,-9.999,-9.9,-9.999999,0.0,0.0
95,-24.975,-24.75,-24.9975,-22.5,-24.975,-24.9975
116,0.0,-45.954,0.0,0.0,-41.4,-41.4
168,-88.2,-88.2,-97.9902,-88.2,-88.2,0.0
155,0.0,0.0,0.0,0.0,0.0,-76.5
32,1.8,1.8,1.8,1.999999998,0.0,1.998
100,-29.97,0.0,0.0,-27.0,0.0,-29.7
52,17.82,0.0,0.0,17.982,0.0,0.0
0,-27.0,-29.7,-29.997,-29.97,-29.99997,-29.99997
22,0.0,-7.992,-7.2,-7.9992,0.0,-7.9992
36,5.994,5.999994,5.9994,5.99999999999994,5.9999994,5.99994
38,7.2,7.999999999999992,7.999999992,7.9999999999992,7.99992,7.9999991999999995
60,9.9,9.9999,9.0,9.999999999989999,9.0,9.0
85,-14.99985,-14.99999985,-14.985,-14.985,-14.85,-13.5
124,0.0,0.0,-53.946,0.0,0.0,0.0
126,-50.4,-50.4,-50.4,-55.44,-55.44,-55.44
128,-57.99942,-57.9999942,-57.942,-57.42,-57.942,-57.99942
145,0.0,0.0,0.0,-74.25,0.0,0.0
87,-15.3,-15.3,-16.99983,0.0,-15.3,-15.3
99,0.0,0.0,-26.1,0.0,-26.1,-26.1
180,0.0,0.0,0.0,0.0,-99.0,0.0
77,0.0,-6.3,0.0,-6.3,0.0,-6.3
74,-3.6,0.0,0.0,-3.9999995999999998,-3.6,-3.96
68,1.8,1.8,1.998,2.0,1.98,1.998
70,0.0,0.0,0.0,0.0,0.0,0.0
64,5.4,5.94,0.0,5.94,0.0,5.4
81,-10.989,-10.989,-9.9,0.0,-10.89,-10.99989
61,8.1,8.1,8.991,8.999999999991,0.0,0.0
71,0.0,-0.999,-0.9,-0.99999999,0.0,0.0
39,8.1,8.91,0.0,8.1,8.9991,8.91
-44,-73.26,-73.99925999999999,-73.99999926,-66.60000000000001,-73.9999926,-73.999926
-39,-68.31,0.0,-62.1,-68.99931,-68.99999999999993,-68.99999930999999
-47,-69.3,0.0,-69.3,-76.9923,-69.3,-69.3
-70,-90.0,0.0,0.0,-90.0,0.0,-90.0
-28,0.0,0.0,-52.2,-57.42,-57.42,0.0
-26,0.0,-55.44,0.0,-50.4,-55.44,0.0
59,0.0,0.0,0.0,10.9999989,0.0,0.0
-11,-36.9,-40.999959,0.0,-36.9,-40.9959,-36.9
72,0.0,0.0,-1.8,-1.999998,-1.8,0.0
-7,-36.9963,-36.9999963,-36.63,-36.9963,-36.63,-36.9999963
27,-2.9999997,-2.7,-2.7,-2.99999997,0.0,-2.97
44,12.6,13.9999999986,12.6,12.6,13.986,0.0
107,-33.300000000000004,0.0,-36.63,-33.300000000000004,-33.300000000000004,0.0
150,0.0,-72.0,0.0,0.0,0.0,0.0
147,0.0,0.0,-69.3,0.0,0.0,0.0
178,0.0,-106.92,-106.92,0.0,0.0,-97.2
198,0.0,-115.2,0.0,-126.72,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0
102,-28.8,-28.8,-28.8,0.0,0.0,0.0
-34,-63.99936,-63.9999999936,-63.9936,-63.9936,-64.0,-63.99936
-21,-50.49,-50.9949,-45.9,-45.9,0.0,-45.9
-49,-78.21000000000001,-78.999921,-71.10000000000001,-78.21000000000001,-78.9921,-71.10000000000001
-8,-34.2,-34.2,0.0,0.0,-34.2,-34.2
34,3.996,3.6,3.6,3.96,0.0,3.96
-3,-29.7,-29.7,0.0,0.0,-29.7,-32.9967
-13,-42.57,0.0,0.0,-38.7,0.0,0.0
-32,-61.938,0.0,-61.38,-61.38,-61.9938,0.0
-18,-43.2,-43.2,0.0,0.0,-47.52,0.0
12,-17.982,-16.2,-16.2,-17.82,0.0,-16.2
135,0.0,0.0,0.0,0.0,0.0,0.0
-42,-71.28,-64.8,-71.28,-64.8,-71.28,-71.28
-75,0.0,-94.5,0.0,-94.5,0.0,0.0
-60,0.0,0.0,-81.0,0.0,0.0,0.0
-38,0.0,0.0,0.0,0.0,0.0,-61.2
-72,0.0,0.0,0.0,0.0,0.0,-91.8
-65,0.0,0.0,0.0,-85.5,0.0,-94.05
-48,0.0,0.0,-70.2,0.0,-70.2,0.0
-36,-59.4,0.0,-65.34,-59.4,-59.4,0.0
-33,0.0,-62.37,0.0,0.0,0.0,-56.7
-59,0.0,-88.11,0.0,0.0,0.0,-80.10000000000001
57,12.9987,0.0,11.700000000000001,12.99987,0.0,0.0
54,0.0,15.984,15.84,14.4,0.0,14.4
142,0.0,0.0,0.0,-64.8,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,-61.38,0.0,0.0,0.0,-55.800000000000004
129,0.0,-53.1,-53.1,-53.1,0.0,-58.41
146,-68.4,0.0,-68.4,0.0,-68.4,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0
-54,0.0,-75.60000000000001,-83.9916,-83.916,-75.60000000000001,0.0
-45,-74.25,-67.5,0.0,0.0,0.0,0.0
-68,0.0,0.0,0.0,-88.2,0.0,0.0
-61,0.0,-81.9,0.0,0.0,0.0,0.0
-85,-103.5,0.0,0.0,0.0,-103.5,0.0
-73,0.0,0.0,-92.7,-92.7,0.0,0.0
-71,-90.9,0.0,0.0,0.0,0.0,0.0
-94,0.0,0.0,0.0,-111.60000000000001,0.0,0.0
-87,0.0,0.0,0.0,0.0,0.0,-105.3
-97,0.0,0.0,-114.3,0.0,-114.3,0.0
-92,0.0,0.0,0.0,0.0,-109.8,0.0
-80,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,-44.1,0.0,0.0,0.0,-44.1
136,0.0,0.0,-59.4,-65.34,0.0,0.0
193,-122.877,-110.7,0.0,-121.77,0.0,-110.7
-46,0.0,0.0,-75.24,0.0,0.0,-68.4
-84,0.0,0.0,0.0,-102.60000000000001,0.0,0.0
-74,-93.60000000000001,0.0,0.0,0.0,0.0,0.0
-100,0.0,0.0,-117.0,0.0,0.0,0.0
-90,0.0,0.0,0.0,0.0,0.0,-108.0
-66,0.0,0.0,0.0,0.0,-86.4,0.0
89,0.0,-17.1,-17.1,-18.9981,-17.1,-17.1
106,0.0,0.0,-32.4,0.0,-32.4,-35.64
82,0.0,-10.8,0.0,-11.88,0.0,-10.8
-23,0.0,-47.7,0.0,0.0,0.0,0.0
101,0.0,-27.900000000000002,-27.900000000000002,-30.969,-27.900000000000002,0.0
-31,-54.9,0.0,0.0,0.0,0.0,0.0
-67,0.0,0.0,-87.3,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,-42.300000000000004,0.0,0.0,-42.300000000000004,-42.300000000000004
134,0.0,0.0,0.0,0.0,-57.6,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0
104,-33.966,0.0,0.0,-30.6,0.0,0.0
192,0.0,-109.8,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,-107.10000000000001,0.0
201,0.0,0.0,0.0,-117.9,0.0,0.0
213,-128.70000000000002,0.0,0.0,0.0,-128.70000000000002,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,-39.6,0.0,0.0,0.0,-39.6
94,0.0,-21.6,0.0,0.0,-21.6,0.0
160,-81.0,0.0,0.0,0.0,0.0,0.0
152,-73.8,0.0,0.0,0.0,0.0,0.0
228,-142.20000000000002,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,-24.3,0.0,0.0
131,-54.9,0.0,0.0,-54.9,0.0,0.0
