,-25,-5,0,5,10,15
50,19.8,19.8,19.99998,20.0,19.998,19.98
56,13.986,13.86,13.86,14.0,14.0,13.86
62,7.92,0.0,7.992,8.0,7.9999999992,0.0
68,1.8,1.98,1.999998,2.0,0.0,0.0
74,0.0,-3.6,0.0,-4.0,-3.996,-3.6
80,-10.0,-9.9999999999999,-10.0,-9.99999999,-9.9999,-9.999999999
76,-5.94,-5.9999994,-5.999999994,-5.999999999994,-5.99999994,-5.94
96,-25.9974,-25.9974,-23.400000000000002,-25.9999974,-25.99999974,-25.999999999974
111,-40.999999999959,-40.9959,-40.999959,-40.59,-36.9,-36.9
116,-45.954,-45.54,-45.9999999999954,-45.954,-41.4,-45.54
113,-42.9957,-42.57,-42.99957,-42.957,-42.9999957,-38.7
90,-19.8,-18.0,-18.0,-19.998,-19.998,-19.8
110,-36.0,-36.0,-39.96,-39.96,-39.96,-39.9999996
120,-45.0,-45.0,-49.5,-49.995,-49.5,-49.99995
137,-66.9933,-66.33,0.0,-60.300000000000004,0.0,-60.300000000000004
134,-63.936,0.0,0.0,-57.6,0.0,-57.6
128,-57.942,-57.9999942,-57.942,-57.9999942,-57.99942,-57.99942
148,-77.9922,-77.922,-77.999922,-77.9922,-77.922,-77.9922
173,-102.9897,0.0,-92.7,-102.897,-101.97,-102.999999897
188,-117.9882,-116.82,-117.882,-106.2,-116.82,-117.99882
208,-124.2,-137.9862,-137.9862,-136.62,-137.862,-124.2
210,0.0,0.0,0.0,0.0,0.0,0.0
86,-15.999998399999999,-15.999998399999999,-15.9984,-15.999998399999999,-15.999984,-15.9984
88,-17.99982,0.0,-17.9999982,0.0,-17.999999982,-17.999999982
105,-34.9965,-34.9965,-34.99965,-34.965,-34.99965,-34.965
125,-54.45,-54.999945,-54.45,-54.45,-54.45,-54.99945
140,-69.993,-63.0,0.0,-63.0,-69.9993,0.0
114,0.0,-43.56,-43.56,0.0,-43.56,-43.56
131,-60.939,-60.39,-54.9,-54.9,0.0,0.0
108,-37.9962,-37.99962,-37.9962,-37.99962,-37.962,-37.9962
133,-62.99937,-62.99999937,-62.937,-62.99937,-62.9999999937,-62.937
118,-47.999952,-47.9952,-47.52,-47.999952,-47.9999952,-47.952
165,0.0,-85.5,0.0,0.0,0.0,-85.5
91,-20.9999999979,-20.979,-18.900000000000002,-20.79,-20.99999979,-20.79
103,-32.967,-32.999967,-32.999967,-32.999967,-32.9967,-32.99967
145,-74.25,-74.925,-74.25,-67.5,-74.25,-67.5
130,0.0,-59.4,-59.9994,-59.4,-59.994,-59.4
142,0.0,-64.8,-64.8,-71.928,-71.28,-71.28
