,-25,-5,0,5,10,15
76,-5.999999999999994,-5.99999999999994,-6.0,-5.99999999999994,-6.0,-6.0
93,-22.9999999999977,-23.0,-22.999999977,-22.999999977,-22.9999977,-22.997700000000002
87,0.0,0.0,-16.83,-16.9983,-15.3,-15.3
104,-33.66,0.0,0.0,-30.6,-30.6,-33.966
205,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,2.9999997,2.9999997,0.0,2.99999997,2.7
164,-93.06,0.0,-84.60000000000001,-84.60000000000001,0.0,-93.06
181,0.0,0.0,-110.889,-110.889,-99.9,-109.89
213,-141.57,-142.9999857,-142.857,-141.57,-142.99999999857,-142.99857
258,-187.9812,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
56,12.6,14.0,14.0,13.86,13.99999999999986,13.999999859999999
133,-63.0,-63.0,-62.9999999937,-62.9999999999937,-62.999999999999936,-62.99999999999999
253,-181.17000000000002,0.0,-181.17000000000002,0.0,-181.17000000000002,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,14.4,15.999999984,0.0
57,0.0,12.870000000000001,12.987,11.700000000000001,12.9999999987,0.0
68,2.0,1.99999999998,1.999998,1.9999997999999999,2.0,1.99999999999998
63,6.3,6.9993,6.9993,6.99993,7.0,0.0
75,-4.995,-4.999999995,-4.99999999995,-4.99995,-4.99999999999995,-4.995
92,-19.8,-21.99978,-21.999978,-21.978,0.0,-21.9999978
69,0.99,0.9,0.9,0.9,0.999999,0.99
123,-52.999999999947,-53.0,-52.99999999999947,-52.999999999947,-53.0,-52.9947
53,15.3,16.9983,16.99983,16.83,16.983,15.3
30,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,-13.5,0.0,-14.85,0.0
35,4.5,4.9995,4.5,0.0,4.9995,4.5
52,0.0,0.0,17.82,0.0,17.99999982,16.2
122,0.0,-51.948,-46.800000000000004,-51.99948,-51.9948,-51.948
124,-48.6,0.0,0.0,0.0,-53.9946,-53.9946
158,-87.99999999912,-87.99999912,-88.0,-88.0,-87.99999999999999,-87.999999999912
94,-21.6,-23.976,-23.976,0.0,-23.999999976,-21.6
64,5.4,5.94,5.94,0.0,5.9999999994,5.4
65,0.0,4.95,5.0,4.5,4.99995,4.99995
55,14.85,14.99999985,14.99985,14.9985,15.0,0.0
60,0.0,9.999999,10.0,9.999,9.999999999,9.999
137,-60.300000000000004,-66.9933,-66.9933,-66.33,-66.9933,-66.999933
149,-78.921,-78.999921,-71.10000000000001,-71.10000000000001,-78.21000000000001,-78.21000000000001
215,0.0,0.0,0.0,0.0,0.0,0.0
156,-85.99914,-77.4,-85.9914,-85.914,-85.914,-77.4
175,0.0,-103.95,-94.5,-104.895,-94.5,0.0
195,-123.75,-112.5,-112.5,0.0,0.0,0.0
197,-114.3,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,-108.9,-119.79,-119.79
203,-132.9999867,-131.67,-132.867,-132.99999999867,-132.99867,-132.98669999999998
160,-81.0,-81.0,-89.1,-89.1,-89.999991,-81.0
169,-89.10000000000001,0.0,-89.10000000000001,0.0,-98.901,-89.10000000000001
180,0.0,-108.9,0.0,-99.0,-109.89,0.0
151,-80.99919,-72.9,-80.919,-80.9999919,-80.19,-80.19
200,-117.0,0.0,0.0,0.0,0.0,0.0
179,-107.91,-98.10000000000001,-107.91,0.0,-98.10000000000001,-98.10000000000001
176,-95.4,0.0,0.0,-104.94,0.0,0.0
238,-167.832,0.0,0.0,-167.9832,-151.20000000000002,-151.20000000000002
245,0.0,0.0,0.0,0.0,0.0,0.0
182,-111.9888,0.0,-100.8,0.0,0.0,0.0
159,-80.10000000000001,-88.99911,-80.10000000000001,-88.11,-88.11,-80.10000000000001
152,-81.9918,0.0,-81.9918,-73.8,-73.8,-73.8
74,-3.996,-3.96,-3.996,-3.996,-3.9999999996,-3.96
154,-83.916,-83.9999916,-83.16,-83.16,-83.16,-75.60000000000001
88,-17.9999999982,-17.9999982,-17.99999999999982,-17.99999982,-18.0,-17.9982
162,0.0,-91.08,-82.8,-91.08,-91.08,-91.08
127,-56.43,-56.943,-56.999999999943,-51.300000000000004,-56.943,-51.300000000000004
134,-63.999993599999996,0.0,-63.936,0.0,-63.999993599999996,-63.36
41,9.9,10.9999999989,0.0,9.9,9.9,9.9
48,0.0,17.99982,0.0,16.2,17.82,16.2
77,-6.93,-6.3,-6.993,-6.3,-6.9993,-6.93
187,0.0,0.0,-105.3,0.0,0.0,-105.3
204,-120.60000000000001,-120.60000000000001,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,13.5,13.5,14.85,14.85,0.0
166,-86.4,-86.4,-95.9904,0.0,-86.4,-86.4
142,-71.928,0.0,-71.28,0.0,-71.9928,-71.99928
36,0.0,5.9999994,0.0,0.0,5.94,5.4
33,0.0,2.9997,0.0,0.0,2.7,0.0
117,-46.53,-46.53,-46.99953,-46.9953,0.0,-42.300000000000004
185,-113.85,0.0,0.0,0.0,0.0,0.0
31,0.9999,0.9999998999999999,0.0,0.999,0.9,0.0
109,-38.961,-38.61,-38.961,-35.1,-38.999961,-38.9961
26,0.0,-3.6,-3.996,0.0,-3.9999995999999998,-3.6
37,6.3,6.93,6.993,6.3,0.0,0.0
29,0.0,-0.99,0.0,0.0,0.0,0.0
25,-4.95,0.0,-4.95,-4.5,0.0,-4.95
38,0.0,7.999992,0.0,0.0,0.0,0.0
40,0.0,9.999,0.0,0.0,9.99999,9.0
157,-86.913,-86.13,0.0,-78.3,0.0,-86.13
248,0.0,-160.20000000000002,-176.22,0.0,-176.22,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0
34,3.6,3.6,0.0,0.0,3.6,0.0
44,13.9986,13.9986,0.0,13.86,13.99999999999986,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,-41.99999958,-37.800000000000004,-41.9999958,0.0,0.0
147,0.0,-76.9999923,-69.3,0.0,0.0,-76.23
11,-17.1,-18.9981,-17.1,0.0,-17.1,0.0
-9,0.0,0.0,0.0,-35.1,0.0,-35.1
8,0.0,0.0,0.0,0.0,0.0,-21.78
189,-107.10000000000001,-107.10000000000001,-117.81,-107.10000000000001,0.0,0.0
18,0.0,-10.8,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,-9.9999,0.0
32,0.0,0.0,0.0,1.8,0.0,0.0
39,0.0,0.0,0.0,8.1,0.0,0.0
172,-101.999898,-91.8,0.0,-100.98,-100.98,-101.898
192,0.0,0.0,-109.8,0.0,-109.8,-109.8
201,0.0,0.0,0.0,-117.9,-117.9,-117.9
260,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,10.8,0.0
10,0.0,0.0,0.0,0.0,-19.98,0.0
21,0.0,0.0,0.0,-8.1,0.0,0.0
28,0.0,-1.98,0.0,0.0,-1.98,0.0
13,0.0,-15.3,0.0,0.0,0.0,-15.3
9,0.0,0.0,0.0,0.0,0.0,-18.900000000000002
196,0.0,-113.4,0.0,-113.4,0.0,0.0
43,0.0,0.0,12.870000000000001,11.700000000000001,12.870000000000001,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
209,-125.10000000000001,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,18.999999981,17.1,0.0,18.81
6,0.0,0.0,0.0,-21.6,0.0,0.0
16,0.0,0.0,0.0,0.0,-12.6,-12.6
7,-20.7,0.0,0.0,0.0,0.0,0.0
-16,0.0,0.0,0.0,-41.4,0.0,0.0
-2,0.0,-28.8,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,-26.73
27,-2.7,0.0,0.0,-2.7,0.0,0.0
47,0.0,0.0,0.0,15.3,15.3,0.0
19,0.0,-9.9,0.0,0.0,0.0,0.0
194,0.0,-111.60000000000001,0.0,0.0,0.0,0.0
